epoch,train_loss,train_rmse,val_rmse,lr
1,3192.3234049479165,56.5068830665872,56.50332926962301,0.0003
2,3173.9095865885415,56.42049594829597,56.41164358014711,0.0002999814948722491
3,3168.0091959635415,56.33211325073494,56.31737942083307,0.0002999259840548597
4,3207.7291666666665,56.24067984687958,56.21933803616225,0.0002998334812442955
5,3166.81689453125,56.14441420715424,56.11562615126707,0.0002997040092642407
6,3136.31494140625,56.041878534894956,56.00477075973805,0.00029953760005996916
7,3153.2601725260415,55.93241681863149,55.88654614799902,0.000299334294690462
8,3159.8844401041665,55.8148829631982,55.7590890206557,0.00029909414331827697
9,3070.265625,55.68774547388864,55.620747217397074,0.0002988172051971717
10,3111.7744954427085,55.550060494447,55.471428931526624,0.00029850354865748363
11,3072.5946451822915,55.40045359657139,55.30894503178296,0.0002981532510892707
12,3053.406494140625,55.23796411989367,55.13242099706858,0.0002977663989232161
13,3038.2876790364585,55.06166889270562,54.94144865018476,0.0002973430876093033
14,3029.4332682291665,54.870516034857324,54.73429132824055,0.00029688342159326487
15,3015.0602213541665,54.664141717570196,54.51128746721511,0.00029638751429081215
16,2945.2694498697915,54.44141851505023,54.2712567905701,0.0002958554880596515
17,2942.6180826822915,54.202576539736164,54.01443788841215,0.00029528747416929463
18,2941.8975423177085,53.9461400058444,53.73894107705127,0.0002946836127686697
19,2888.3732096354165,53.67200091099627,53.444741099348754,0.0002940440528515414
20,2885.5370279947915,53.380123465455,53.13191976585827,0.00029336895221974946
21,2830.1964518229165,53.06934089630856,52.79906832859586,0.000292658477444273
22,2861.2462565104165,52.73970731434797,52.445651739249435,0.00029191280382413173
23,2745.0499674479165,52.38915940186203,52.070084652347504,0.00029113211534313374
24,2706.9016927083335,52.01961965565323,51.67439932672193,0.00029031660462448003
25,2721.6060384114585,51.629685065780244,51.256757945082974,0.0002894664728832376
26,2676.3065592447915,51.2184429294128,50.817149986450175,0.0002885819298766929
27,2602.6749674479165,50.78622732933462,50.35629728532515,0.000287663193852597
28,2583.087890625,50.330773365646166,49.87009478144553,0.00028671049149531664
29,2517.8806966145835,49.85377040733524,49.362838171440714,0.0002857240578699028
30,2450.6250813802085,49.35387586837283,48.83055629735836,0.00028470413636409215
31,2428.9685872395835,48.833024835687674,48.27772702318412,0.00028365097862825497
32,2355.31689453125,48.289055994115344,47.70221955636412,0.00028256484451330387
33,2267.893513997396,47.7236902344119,47.1046674012149,0.00028144600200657934
34,2206.994425455729,47.13684916231841,46.484071273155614,0.0002802947271657285
35,2208.060791015625,46.52917619497835,45.84193989772447,0.00027911130405059136
36,2118.6373697916665,45.900696724259895,45.179303678748234,0.00027789602465311367
37,2071.1488037109375,45.2517733991009,44.49601420411022,0.0002766491888253021
38,2018.02294921875,44.5827034791468,43.79505580959105,0.00027537110420524036
39,1956.2869466145833,43.89297489730916,43.07380444654191,0.0002740620861411841
40,1881.1785481770833,43.184816056716464,42.33528321338318,0.00027272245761375335
41,1864.9974772135417,42.46154833569651,41.5836877002529,0.00027135254915624195
42,1781.1107991536458,41.724498063203335,40.81927805458097,0.00026995269877306345
43,1731.2439371744792,40.972675364334215,40.04010757307359,0.00026852325185635343
44,1678.5201822916667,40.208714660217055,39.248944744984726,0.0002670645611007493
45,1610.0648600260417,39.43092957716777,38.44728991576918,0.00026557698641636824
46,1567.8677978515625,38.64731971652302,37.64169426599523,0.0002640608948400045
47,1479.5487060546875,37.85497183266489,36.83006657857415,0.0002625166604445688
48,1450.4993489583333,37.06039801402859,36.019398535899356,0.0002609446642467913
49,1359.74560546875,36.256431844477746,35.20160844262632,0.00025934529411321156
50,1303.9979248046875,35.45253347470269,34.387746620942586,0.0002577189446644782
51,1217.9074300130208,34.65221392709127,33.579585031451025,0.00025606601717798196
52,1167.0586751302083,33.85983023111831,32.781477895126194,0.000254386919488847
53,1118.0479736328125,33.072857479029224,31.993613902655735,0.0002526820658893032
54,1064.4375610351562,32.29410576709479,31.2178061268617,0.00025095187702646584
55,1039.0042317708333,31.52911323694736,30.46123894353808,0.0002491967797985476
