city,country,country_norm,lat,lon,crime_index,safety_index,crimeindex_2023,crimeindex_2020,safetyindex_2020,age_0_14,age_15_64,age_65_plus,population,density_per_km2,num_cities_25km,sum_pop_25km,pop_gravity_25km,num_cities_50km,sum_pop_50km,pop_gravity_50km,num_cities_100km,sum_pop_100km,pop_gravity_100km,dist_to_nearest_large_city,pop_of_nearest_large_city,dist_nearest_labeled_city,crime_nearest_labeled_city,safety_nearest_labeled_city,same_country_as_nearest_labeled,avg_crime_k3,avg_safety_k3,avg_crime_k5,avg_safety_k5,avg_crime_k10,avg_safety_k10,wavg_crime_k5,wavg_safety_k5,num_labeled_within_50km,num_labeled_within_100km,num_labeled_within_250km,avg_crime_same_country_k5,avg_safety_same_country_k5,num_same_country_within_250km,log1p_sum_pop_25km,log1p_pop_gravity_25km,log1p_sum_pop_50km,log1p_pop_gravity_50km,log1p_sum_pop_100km,log1p_pop_gravity_100km,log1p_pop_of_nearest_large_city,log1p_num_cities_25km,log1p_num_cities_50km,log1p_num_cities_100km,log1p_num_labeled_within_50km,log1p_num_labeled_within_100km,log1p_num_labeled_within_250km,log1p_num_same_country_within_250km,log1p_dist_to_nearest_large_city,log1p_dist_nearest_labeled_city,sum_pop_50km_country_z,sum_pop_100km_country_z,pop_gravity_50km_country_z,pop_gravity_100km_country_z,dist_to_nearest_large_city_country_z
Cordoba,Argentina,argentina,-31.4166867,-64.1834193,61.2,38.8,63.82,61.77,38.23,24.9,63.9,11.0,44938712.0,16.0,5,2201258.0,12929061888.0,13,2464409.0,12929061888.0,24,2645407.0,12929061888.0,0.0117650153115391,2106734.0,373.1399230957031,75.19999694824219,24.799999237060547,1,66.56666564941406,33.43333435058594,61.42000198364258,38.57999801635742,62.95000076293945,37.04999923706055,64.19615936279297,35.80384063720703,0,0,0,69.25,30.75,0,14.604540027370225,23.282743474043166,14.717462985897148,23.282743474043166,14.788335864686847,23.282743474043166,14.560649913637732,1.791759469228055,2.6390573296152584,3.2188758248682006,0.0,0.0,0.0,0.0,0.011696345594316877,5.9246298533712185,-0.5529604737833413,-0.559541059535214,1.1546996650289258,1.1546996649795918,-0.964726496245007
Santiago,Chile,chile,-33.4376995,-70.6510671,61.2,38.8,53.42,45.23,54.77,20.3,68.6,11.0,17373831.0,23.0,23,11048575.0,1386724480.0,36,11691181.0,1386725248.0,76,13696519.0,1386725632.0,0.0709116980433464,7171000.0,647.1419067382812,61.20000076293945,38.79999923706055,0,66.56666564941406,33.43333435058594,61.42000198364258,38.57999801635742,63.36000442504883,36.63999938964844,62.56394577026367,37.4360466003418,0,0,0,61.42000198364258,38.57999801635742,0,16.21781210884546,21.05021031471119,16.274345440398363,21.050210868534098,16.43265234393264,21.050211145445438,15.785555812315266,3.1780538303479458,3.6109179126442243,4.343805421853684,0.0,0.0,0.0,0.0,0.06851033992777822,6.474109664257117,0.0,0.0,0.0,0.0,0.0
San Francisco,CA,united states,37.7879363,-122.4075201,61.1,38.9,47.81,47.2,52.8,18.9,65.7,15.0,329470935.0,34.0,24,4743634.0,147842.734375,67,7232740.0,149647.15625,108,11964179.0,150624.4375,4.854191303253174,3364862.0,0.0,60.099998474121094,39.900001525878906,1,64.68000030517578,35.31999969482422,57.52800369262695,42.47199630737305,50.95600128173828,49.04399871826172,60.100738525390625,39.89925765991211,3,5,7,57.52800369262695,42.47200012207031,7,15.372314277407982,11.903911146127651,15.794128637088537,11.916042192790648,16.297427743754206,11.922551487787153,15.028897807007791,3.2188758248682006,4.219507705176107,4.6913478822291435,1.3862943611198906,1.791759469228055,2.0794415416798357,2.0794415416798357,1.7671578668018835,0.0,0.21161609389456182,0.39360538272470463,-0.1597192850146614,-0.15961526585601726,-0.21641083561344596
Harare,Zimbabwe,zimbabwe,-17.8567035,31.0601584,60.6,39.4,59.3,57.47,42.53,41.2,56.0,3.0,15159624.0,39.0,3,2024150.0,156660.5625,5,2117749.0,156724.40625,10,2267571.0,156756.125,3.171919107437134,1558823.0,925.4328002929688,55.66999816894531,44.33000183105469,0,72.79000091552734,27.21000099182129,74.13800048828125,25.86199951171875,65.95500183105469,34.04500198364258,73.77143096923828,26.228567123413086,0,0,0,74.13800048828125,25.86199951171875,0,14.52066091134978,11.961843104700165,14.565864762293797,11.962250548258766,14.634220213499285,11.962452912007596,14.259442248786982,1.3862943611198906,1.791759469228055,2.3978952727983707,0.0,0.0,0.0,0.0,1.428376147553889,6.8313415123803845,0.0,0.0,0.0,0.0,0.0
Montpellier,France,france,43.6112422,3.8767337,60.5,39.5,51.99,46.79,53.21,18.1,62.2,20.0,67060000.0,123.0,15,509583.0,44580428.0,23,791718.0,44580620.0,54,1604098.0,44580744.0,125.51495361328124,877215.0,125.51841735839844,64.69999694824219,35.29999923706055,1,57.39999771118164,42.599998474121094,57.02000045776367,42.97999954223633,48.970001220703125,51.030006408691406,57.89409637451172,42.105892181396484,0,0,3,57.02000045776367,42.97999954223633,3,13.141349985572935,17.61280550902509,13.58196180986107,17.612809815838435,14.288072786202207,17.612812597312196,13.684508535213608,2.772588722239781,3.1780538303479458,4.007333185232471,0.0,0.0,1.3862943611198906,1.3862943611198906,4.840360511562948,4.840387889336118,-0.37205240492383007,-0.4792749832907745,-0.37093143213782065,-0.3709317221282901,0.2751260485459094
Darwin,Australia,australia,-12.46044,130.8410469,60.4,39.6,43.03,41.36,58.64,19.0,65.5,16.0,25649909.0,3.0,3,178622.0,22801.208984375,3,178622.0,22801.208984375,4,178865.0,22801.23828125,1496.08251953125,1338663.0,1290.094970703125,74.80000305175781,25.200000762939453,1,61.56666564941406,38.43333435058594,64.55999755859375,35.44000244140625,54.27000045776367,45.730003356933594,65.25251007080078,34.74748611450195,0,0,0,58.52000045776367,41.47999954223633,0,12.093032718528478,10.034612695529061,12.093032718528478,10.034612695529061,12.094392201127528,10.034613980354413,14.107182659651736,1.3862943611198906,1.3862943611198906,1.6094379124341003,0.0,0.0,0.0,0.0,7.311273506167765,7.163245951814961,-0.542663758445517,-0.8048560361941598,-0.23823483634013992,-0.2382348498407187,2.014265341348351
Liege,Belgium,belgium,50.4708135,5.7735658,60.4,39.6,44.58,43.98,56.02,17.1,64.3,19.0,11524454.0,376.0,21,609109.0,2330.233154296875,69,1891095.0,3161.32666015625,252,8089207.0,4146.1630859375,97.85946655273438,1087353.0,77.12086486816406,28.700000762939453,71.30000305175781,0,37.06666564941406,62.93333435058594,40.23999786376953,59.76000213623047,35.020999908447266,64.97899627685547,39.44624710083008,60.55375671386719,0,3,15,40.36666488647461,59.633331298828125,3,13.319754154355216,7.754152657327143,14.452667113142063,8.05906332051581,15.906041385601993,8.330179785718,13.89925778005869,3.091042453358316,4.248495242049359,5.53338948872752,0.0,1.3862943611198906,2.772588722239781,1.3862943611198906,4.593699311877348,4.35825717696824,-1.4107474116797356,-1.2619166380054017,-0.5040169049148807,-0.5040169372838825,1.3008748818204632
Sudbury,Canada,canada,46.49272,-80.991211,60.2,39.8,41.89,39.67,60.33,16.0,67.0,17.0,37961548.0,4.0,1,166004.0,76732.96875,1,166004.0,76732.96875,2,180368.0,76735.0234375,326.8377685546875,656480.0,255.7659454345703,58.900001525878906,41.099998474121094,1,38.366668701171875,61.633331298828125,42.560001373291016,57.44000244140625,43.01000213623047,56.98999786376953,43.254188537597656,56.74580764770508,0,0,0,42.560001373291016,57.44000244140625,0,12.019773187366996,11.248099767410269,12.019773187366996,11.248099767410269,12.102760031489648,11.248126543817445,13.394649030950506,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.0,0.0,0.0,0.0,5.79251887796025,5.548164951786061,-0.8414235170593467,-0.9893524896899544,-0.2605455403886414,-0.2605466778285545,0.669549504135569
Ghaziabad,India,india,28.7749966,77.4586967,60.1,39.9,44.43,43.32,56.68,27.8,66.2,6.0,1359933123.0,414.0,6,3372927.0,18527.8125,33,43821052.0,63179.8515625,81,48716844.0,64133.65234375,12.26988697052002,2375820.0,26.094482421875,55.29999923706055,44.70000076293945,1,56.266666412353516,43.733333587646484,49.400001525878906,50.599998474121094,45.98999786376953,54.01000213623047,55.09466552734375,44.90533447265625,2,3,4,49.400001525878906,50.599998474121094,4,15.031291767833155,9.827082231958723,17.595624921966106,11.053756552620737,17.701535421469366,11.06874009502463,14.680853619926385,1.9459101490553132,3.5263605246161616,4.406719247264253,1.0986122886681098,1.3862943611198906,1.6094379124341003,1.6094379124341003,2.58549733063791,3.2993301064874063,1.8145560881434093,1.8508429785349858,-0.30313664631922815,-0.303135708634009,2.588273546887901
Washington,DC,united states,38.8950368,-77.0365427,60.1,39.9,47.81,47.2,52.8,18.9,65.7,15.0,329470935.0,34.0,90,7447522.0,1234114.0,175,9838474.0,1236057.25,235,13637943.0,1237070.75,2.055063486099243,5146120.0,0.0,59.43000030517578,40.56999969482422,1,70.2266616821289,29.773332595825195,64.41999816894531,35.57999801635742,54.946998596191406,45.053001403808594,59.43050765991211,40.56948471069336,1,3,6,64.41999816894531,35.57999801635742,6,15.823392051849465,14.025864671974004,16.10181127734305,14.027438043721007,16.42836646588038,14.028257652926133,15.453753784955863,4.51085950651685,5.170483995038151,5.4638318050256105,0.6931471805599453,1.3862943611198906,1.9459101490553132,1.9459101490553132,1.116800373454851,0.0,0.5873034754659479,0.5707210870586243,0.06602483883306919,0.06612911301658397,-0.22115824219261263
Nice,France,france,43.7009358,7.2683912,60.1,39.9,51.99,46.79,53.21,18.1,62.2,20.0,67060000.0,123.0,17,825579.0,3408326.25,25,1079894.0,3408600.25,45,1514754.0,3408698.0,154.54129028320312,558745.0,154.5354461669922,44.400001525878906,55.599998474121094,0,53.733333587646484,46.266666412353516,53.46000289916992,46.540000915527344,45.597999572753906,54.402000427246094,53.56932067871094,46.4306755065918,0,0,5,57.099998474121094,42.900001525878906,2,13.623841448609808,15.041732186382362,13.892374372151794,15.041812574492681,14.23076426767652,15.041841251533862,13.233450266047601,2.8903717578961645,3.258096538021482,3.828641396489095,0.0,0.0,1.791759469228055,1.0986122886681098,5.046911228739675,5.046873655269679,-0.3176859138576748,-0.4958465280410217,-0.4592105240482566,-0.4592108907474509,0.5474207489392099
Brasilia,Brazil,brazil,-10.3333333,-53.2,59.9,40.1,67.49,68.88,31.12,21.7,69.7,9.0,211270518.0,25.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,824.4441528320312,1093007.0,1456.3426513671875,63.70000076293945,36.29999923706055,1,67.0,33.0,65.84000396728516,34.15999984741211,64.25199890136719,35.74800109863281,65.95905303955078,34.04094696044922,0,0,0,68.02000427246094,31.979999542236328,0,0.0,0.0,0.0,0.0,0.0,0.0,13.904444086436555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.715921608536251,7.284369954501191,-0.7187535252152618,-0.776674746103931,-0.3268630643569235,-0.32686340958961974,3.111145212611734
Puebla,Mexico,mexico,18.833333,-98.0,59.7,40.3,54.19,53.97,46.03,26.7,66.5,7.0,126577691.0,64.0,4,69691.0,449.2015380859375,21,2436526.0,2837.69482421875,69,4447506.0,3224.241455078125,29.42926979064941,1576259.0,132.5891876220703,68.5,31.5,1,47.61333084106445,52.38666915893555,55.288002014160156,44.711997985839844,48.237998962402344,51.76200485229492,57.65746307373047,42.342533111572266,0,0,1,55.288002014160156,44.711997985839844,1,11.151840812542796,6.109695344917124,14.706084222673619,7.951099656584023,15.30785427243882,8.078763096218937,14.270565510412435,1.6094379124341003,3.091042453358316,4.248495242049359,0.0,0.0,0.6931471805599453,0.6931471805599453,3.415404967257157,4.89476932685493,-0.28784846318245755,-0.2234156296378961,-0.4655800616110099,-0.4655883974685232,-0.06307233597772399
Nairobi,Kenya,kenya,-1.3026148,36.828842,59.3,40.7,60.14,61.66,38.34,40.5,56.8,3.0,47564296.0,82.0,7,6527382.0,1127969.25,8,6626704.0,1128027.875,14,6893507.0,1128089.625,2.219419240951538,5545000.0,670.6212158203125,59.900001525878906,40.099998474121094,0,44.45333480834961,55.54666519165039,44.4119987487793,55.5880012512207,53.46799850463867,46.53200149536133,44.892765045166016,55.10723876953125,0,0,0,44.4119987487793,55.5880012512207,0,15.691516655227796,13.935930336578863,15.70661825521611,13.935982309116763,15.746090657106675,13.936037049125007,15.52840735910924,2.0794415416798357,2.1972245773362196,2.70805020110221,0.0,0.0,0.0,0.0,1.1692009833365662,6.509694514669163,0.0,0.0,0.0,0.0,0.0
Delhi,India,india,28.6138954,77.2090057,59.2,40.8,44.43,43.32,56.68,27.8,66.2,6.0,1359933123.0,414.0,22,41124452.0,2070437248.0,36,42859884.0,2070438656.0,72,47793440.0,2070439808.0,2.094808340072632,32226000.0,12.503791809082031,55.29999923706055,44.70000076293945,1,56.56666564941406,43.43333435058594,49.57999801635742,50.42000198364258,46.07999801635742,53.92000198364258,55.17533874511719,44.82465744018555,3,3,5,49.57999801635742,50.42000198364258,5,17.5321134660495,21.451025653318442,17.57344686485165,21.4510263333678,17.68239897047327,21.451026889771477,17.288284169146497,3.1354942159291497,3.6109179126442243,4.290459441148391,1.3862943611198906,1.3862943611198906,1.791759469228055,1.791759469228055,1.1297259785559626,2.602970520753274,1.7534477310391814,1.7946305884731857,4.636069403845578,4.636069792805448,-0.09831390436508775
Indianapolis,IN,united states,39.7683331,-86.1583502,58.9,41.1,47.81,47.2,52.8,18.9,65.7,15.0,329470935.0,34.0,10,2082186.0,828561.4375,23,2479352.0,829002.375,39,3211091.0,829132.9375,1.4495960474014282,1740984.0,0.0,57.65999984741211,42.34000015258789,1,51.37666702270508,48.62333297729492,53.49800491333008,46.50199890136719,56.146995544433594,43.85300064086914,57.65987014770508,42.340126037597656,1,1,5,53.49799728393555,46.50200271606445,5,14.548929341606891,13.627447475109355,14.723508197007432,13.62797950527923,14.982121624171636,13.628136986205911,14.36996160297513,2.3978952727983707,3.1780538303479458,3.6888794541139363,0.6931471805599453,0.6931471805599453,1.791759469228055,1.791759469228055,0.8959231323510011,0.0,-0.4737139863487966,-0.5326359190459036,-0.018556707899106042,-0.018633168415946696,-0.22218513352795285
Sault Ste. Marie,Canada,canada,46.5126554,-84.3330301,58.9,41.1,41.89,39.67,60.33,16.0,67.0,17.0,37961548.0,4.0,2,85424.0,10995.279296875,2,85424.0,10995.279296875,2,85424.0,10995.279296875,408.4070434570313,611480.0,255.7659454345703,60.20000076293945,39.79999923706055,1,45.43333435058594,54.56666564941406,52.68000030517578,47.31999969482422,57.22099685668945,42.77899932861328,53.57417678833008,46.42582702636719,0,0,0,48.81999969482422,51.18000030517578,0,11.355394076983492,9.305312248823878,11.355394076983492,9.305312248823878,11.355394076983492,9.305312248823878,13.323639162490096,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.0,0.0,0.0,0.0,6.014709877419771,5.548164951786061,-0.8644019147126819,-1.0062143561437187,-0.2606854882537215,-0.260686630078144,0.9754723344316552
Baghdad,Iraq,iraq,33.3061701,44.3872213,58.9,41.1,48.42,47.78,52.22,40.4,56.4,3.0,39309783.0,90.0,2,6372000.0,1265946.625,8,7266100.0,1266913.0,24,9997125.0,1267470.25,2.2094645500183105,6183000.0,553.6355590820312,30.399999618530273,69.5999984741211,0,52.10000228881836,47.89999771118164,43.400001525878906,56.599998474121094,38.44600296020508,61.55399703979492,42.861351013183594,57.138648986816406,0,0,0,43.400001525878906,56.599998474121094,0,15.667424106948662,14.051331510372341,15.798730392024506,14.052094580125031,16.117808209651024,14.052534331744466,15.637314310274478,1.0986122886681098,2.1972245773362196,3.2188758248682006,0.0,0.0,0.0,0.0,1.1661041163802366,6.3183112477545516,0.0,0.0,0.0,0.0,0.0
Winnipeg,Canada,canada,49.8955367,-97.1384584,58.8,41.2,41.89,39.67,60.33,16.0,67.0,17.0,37961548.0,4.0,2,768240.0,407855.4375,6,818489.0,407894.625,11,892219.0,407914.03125,1.362829327583313,758515.0,535.8333129882812,52.5,47.5,1,54.29999923706055,45.70000076293945,49.25599670410156,50.74399948120117,52.022003173828125,47.977996826171875,50.52499771118164,49.474998474121094,0,0,0,57.5579948425293,42.44200134277344,0,13.551858764987566,12.918670522593372,13.615216458247708,12.918766599580074,13.701468017923599,12.918814174957657,13.53911917181324,1.0986122886681098,1.9459101490553132,2.4849066497880004,0.0,0.0,0.0,0.0,0.8598597685896363,6.285687642204878,-0.6553592356888279,-0.8629291612334054,-0.25984053589009376,-0.2598416363385689,-0.5511333414335445
Klang,Malaysia,malaysia,3.0448394,101.4447363,58.4,41.6,57.29,58.84,41.16,24.3,69.4,6.0,32722760.0,99.0,3,2100856.0,11646.4814453125,7,11354672.0,20977.205078125,10,11985239.0,21107.13671875,11.748342514038086,878000.0,23.079757690429688,50.400001525878906,49.599998474121094,1,48.9666633605957,51.0333366394043,46.19999694824219,53.79999923706055,48.255001068115234,51.74500274658203,53.9896240234375,46.01038360595703,2,2,2,49.44999694824219,50.55000305175781,2,14.557855914683532,9.362845250670794,16.245139935220735,9.951239324340149,16.29918645068141,9.957413871610418,13.68540301156877,1.3862943611198906,2.0794415416798357,2.3978952727983707,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,2.5454012642548722,3.181371557700194,0.7201093097771655,0.7153443303668358,-0.4678046599390581,-0.46776508198284567,-0.3653669692745298
Kansas City,MO,united states,39.100105,-94.5781416,58.1,41.9,47.81,47.2,52.8,18.9,65.7,15.0,329470935.0,34.0,13,2280362.0,151958.65625,28,2969433.0,152766.9375,36,3354227.0,152833.71875,3.35322642326355,1686807.0,0.0,57.40999984741211,42.59000015258789,1,58.21000289916992,41.790000915527344,64.0060043334961,35.99399948120117,57.35699462890625,42.643001556396484,57.41004943847656,42.58993911743164,1,1,1,64.00599670410156,35.99399948120117,1,14.639845198784288,11.931370345190553,14.903881920227084,11.936675300581326,15.025732197587951,11.937112346854958,14.338348543551382,2.6390573296152584,3.367295829986474,3.6109179126442243,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.4709172766696321,0.0,-0.40305548949229225,-0.517489438744296,-0.15907102862517328,-0.15915621618389078,-0.21895651805877497
Minsk,Belarus,belarus,53.9024716,27.5618225,57.7,42.3,59.58,24.99,75.01,16.7,68.5,15.0,9465300.0,46.0,4,2039101.0,22476432.0,7,2107141.0,22476478.0,20,2453746.0,22476538.0,0.2967667579650879,1992862.0,171.69210815429688,27.600000381469727,72.4000015258789,0,39.5333366394043,60.466670989990234,40.459999084472656,59.540000915527344,35.53600311279297,64.46400451660156,38.32499694824219,61.67500686645508,0,0,1,40.459999084472656,59.540000915527344,0,14.528020072827232,16.92797789602243,14.560843084915046,16.92797994260842,14.713126801953619,16.927982612062117,14.505082856240117,1.6094379124341003,2.0794415416798357,3.044522437723423,0.0,0.0,0.6931471805599453,0.0,0.2598740572158709,5.15151028726019,0.0,0.0,0.0,0.0,0.0
Townsville,Australia,australia,-19.2569391,146.8239537,57.4,42.6,43.03,41.36,58.64,19.0,65.5,16.0,25649909.0,3.0,1,173724.0,147274.3125,1,173724.0,147274.3125,3,186258.0,147276.40625,1110.6436767578125,2706966.0,282.5660400390625,61.70000076293945,38.29999923706055,1,61.90000534057617,38.099998474121094,60.3800048828125,39.619998931884766,55.660003662109375,44.34000015258789,61.50787353515625,38.492130279541016,0,0,0,53.480003356933594,46.519996643066406,0,12.065228868182528,11.900058988268473,12.065228868182528,11.900058988268473,12.13489345722198,11.900073204738847,14.811339377905213,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.0,0.0,0.0,0.0,7.013594988890088,5.64744504150429,-0.5454851612480125,-0.801701143653457,-0.23822675895089904,-0.23822677231748407,1.3070921184592967
Grenoble,France,france,45.1875602,5.7357819,57.4,42.6,51.99,46.79,53.21,18.1,62.2,20.0,67060000.0,123.0,12,362836.0,45558.02734375,15,444408.0,45598.24609375,72,2430154.0,45878.4375,94.49879455566406,520774.0,94.7983627319336,52.79999923706055,47.20000076293945,1,44.866668701171875,55.133331298828125,44.18000030517578,55.81999969482422,42.76799774169922,57.23200225830078,43.82061767578125,56.17938995361328,0,1,8,57.63999557495117,42.36000442504883,4,12.801708976587545,10.726764068425194,13.004500588567746,10.727646462334008,14.703465599290721,10.733772310924035,13.163073365652115,2.5649493574615367,2.772588722239781,4.290459441148391,0.0,0.6931471805599453,2.1972245773362196,1.6094379124341003,4.559113624953241,4.5622455943499105,-0.43757495368634464,-0.3260579349136006,-0.46642131343387616,-0.46642129061909565,-0.015835082167370916
Louisville,KY,united states,38.2542376,-85.759407,57.3,42.7,47.81,47.2,52.8,18.9,65.7,15.0,329470935.0,34.0,11,1176454.0,7106.29345703125,16,1245372.0,7162.23974609375,26,1465810.0,7212.23291015625,13.76619815826416,965005.0,0.0,56.060001373291016,43.939998626708984,1,50.84333419799805,49.15666580200195,53.81800079345703,46.18199920654297,54.81699752807617,45.18300247192383,56.05992126464844,43.940086364746094,1,1,6,53.81800079345703,46.18199920654297,6,13.978016237374266,8.868876783240967,14.034945641403883,8.876717636121876,14.197919230880167,8.883672522313178,13.779889597918373,2.4849066497880004,2.833213344056216,3.295836866004329,0.6931471805599453,0.6931471805599453,1.9459101490553132,1.9459101490553132,2.6923406604483335,0.0,-0.6516257436929687,-0.7173194667716329,-0.18932609078969415,-0.18941379218484097,-0.20129579880884726
Jacksonville,FL,united states,30.3262247,-81.6579179,57.1,42.9,47.81,47.2,52.8,18.9,65.7,15.0,329470935.0,34.0,7,1425344.0,420552.5,18,1643023.0,420762.6875,28,2207222.0,420848.1875,1.759811520576477,1303156.0,0.0,56.81999969482422,43.18000030517578,1,53.24333190917969,46.75666809082031,50.715999603271484,49.284000396728516,53.14299774169922,46.856998443603516,56.81987762451172,43.18012619018555,1,1,3,50.715999603271484,49.284000396728516,3,14.169924447645297,12.94932697979086,14.312049004338158,12.94982664271822,14.60724572227311,12.95002982402125,14.080300340022717,2.0794415416798357,2.9444389791664403,3.367295829986474,0.6931471805599453,0.6931471805599453,1.3862943611198906,1.3862943611198906,1.0151623877510105,0.0,-0.5942935436413735,-0.6388641358040532,-0.103384445697873,-0.10346753734101521,-0.22165899857645646
Cancun,Mexico,mexico,21.1527467,-86.8425761,56.9,43.1,54.19,53.97,46.03,26.7,66.5,7.0,126577691.0,64.0,2,901439.0,866908.75,3,920644.0,866925.9375,5,1302822.0,867017.1875,1.0115809440612793,888797.0,61.53537368774414,49.45000076293945,50.54999923706055,1,35.85000228881836,64.1500015258789,50.37000274658203,49.62999725341797,51.67799758911133,48.32200241088867,47.45159149169922,52.54841995239258,0,1,1,48.097999572753906,51.902000427246094,1,13.711748763670144,13.672690155765455,13.73282979033509,13.672709981738828,14.080044006511462,13.672815233051304,13.697625267080003,1.0986122886681098,1.3862943611198906,1.791759469228055,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6989209522449926,4.135732375640554,-0.45861792726486467,-0.5308057474477641,-0.2825981465324703,-0.2826652179590267,-0.6186955283095057
Paris,France,france,48.8534951,2.3483915,56.9,43.1,51.99,46.79,53.21,18.1,62.2,20.0,67060000.0,123.0,207,18003500.0,53844612.0,281,19463360.0,53846072.0,311,20032636.0,53846180.0,0.452532559633255,11060000.0,204.81625366210938,51.900001525878906,48.099998474121094,1,44.33333206176758,55.66666793823242,39.81999969482422,60.18000411987305,46.749996185302734,53.25,40.75044250488281,59.249568939208984,0,0,1,51.58000564575195,48.41999816894531,1,16.706076796947766,17.801612919422418,16.78404433306688,17.801640034116442,16.812873351497785,17.80164203983173,16.21884564447437,5.337538079701318,5.641907070938114,5.7430031878094825,0.0,0.0,0.6931471805599453,0.6931471805599453,0.37330862576343193,5.326983798231352,3.150488188267309,2.938854293981696,-0.3510648894307499,-0.35106520913124245,-0.898078646848934
Oshawa,Canada,canada,43.8975558,-78.8635324,56.5,43.5,41.89,39.67,60.33,16.0,67.0,17.0,37961548.0,4.0,8,889641.0,273199.03125,17,7250251.0,276598.03125,76,11505594.0,277401.8125,44.4190559387207,5647656.0,38.2794303894043,28.200000762939453,71.80000305175781,1,32.79999923706055,67.20000457763672,36.76000213623047,63.2400016784668,39.560001373291016,60.44000244140625,35.65253448486328,64.34746551513672,3,9,15,36.76000213623047,63.2400016784668,14,13.698574413594208,12.517959521063831,15.79654678484748,12.530324195856698,16.25834399675928,12.533225925600224,15.54675132684935,2.1972245773362196,2.8903717578961645,4.343805421853684,1.3862943611198906,2.302585092994046,2.772588722239781,2.70805020110221,3.8159317513165436,3.6707009820930425,1.1787383672847431,1.0219852290779472,-0.26012005100753194,-0.26011948163370585,-0.3896524073132104
Toowoomba,Australia,australia,-27.5610193,151.953351,56.4,43.6,43.03,41.36,58.64,19.0,65.5,16.0,25649909.0,3.0,2,117872.0,212541.609375,2,117872.0,212541.609375,5,375106.0,212582.359375,106.49592590332033,2706966.0,100.5956039428711,35.5,64.5,1,49.76666259765625,50.23333740234375,46.2599983215332,53.7400016784668,46.93000030517578,53.06999969482422,42.66123962402344,57.338768005371094,0,0,2,46.2599983215332,53.7400016784668,2,11.677363052665623,12.266897761952103,11.677363052665623,12.266897761952103,12.834966597586067,12.26708946983692,14.811339377905213,1.0986122886681098,1.0986122886681098,1.791759469228055,0.0,0.0,1.0986122886681098,1.0986122886681098,4.677452948275784,4.621000265929455,-0.5776576784642188,-0.7211120530912166,-0.23822252358320378,-0.23822253444126879,-0.5352401076312888
Tehran,Iran,iran,35.6892523,51.3896004,55.9,44.1,49.38,49.25,50.75,23.7,70.9,5.0,83290141.0,51.0,8,14859125.0,8337795072.0,31,19396532.0,8337798656.0,41,19961916.0,8337798656.0,0.0401928648352623,14148000.0,538.6126098632812,30.5,69.5,0,39.93333435058594,60.06666564941406,33.519996643066406,66.47999572753906,26.53499984741211,73.46499633789062,34.00339889526367,65.99659729003906,0,0,0,33.519996643066406,66.47999572753906,0,16.5141247799118,22.84406463862637,16.780604896722576,22.844065068476134,16.809336866320013,22.844065068476134,16.465083899988873,2.1972245773362196,3.4657359027997265,3.7376696182833684,0.0,0.0,0.0,0.0,0.039406142917102926,6.290851492969524,0.0,0.0,0.0,0.0,0.0
Athens,Greece,greece,37.9755648,23.7348324,55.9,44.1,45.85,40.32,59.68,14.2,65.4,20.0,10724599.0,81.0,69,6251914.0,2492895.5,71,6297108.0,2492950.25,81,6514246.0,2492995.5,1.126857042312622,3059764.0,300.615234375,31.399999618530273,68.5999984741211,0,43.93333435058594,56.06666564941406,40.6400032043457,59.3599967956543,38.500003814697266,61.5,41.081085205078125,58.918914794921875,0,0,0,53.5,46.5,0,15.64839837478169,14.728955845398385,15.655601197151144,14.728977807561188,15.689502182429186,14.728995958573703,14.933848673593872,4.248495242049359,4.276666119016055,4.406719247264253,0.0,0.0,0.0,0.0,0.7546453230108815,5.709152146711569,0.7071067811865475,0.7071067811865475,-0.7071067811865475,-0.7071067811865475,0.7071067811865475
Montevideo,Uruguay,uruguay,-34.9058916,-56.1913095,55.8,44.2,51.73,53.81,46.19,21.1,64.3,15.0,3388080.0,19.36,8,2019125.0,4068020.25,14,2121064.0,4068119.0,18,2217018.0,4068136.25,0.6491869688034058,1719453.0,203.43096923828125,63.29999923706055,36.70000076293945,0,70.29999542236328,29.69999885559082,64.74000549316406,35.2599983215332,63.48999786376953,36.51000213623047,65.65784454345703,34.34213638305664,0,0,1,64.74000549316406,35.2599983215332,0,14.518175302479975,15.218667259834092,14.567428878998978,15.21869153424059,14.611674058701555,15.218695774519496,14.357517356533839,2.1972245773362196,2.70805020110221,2.9444389791664403,0.0,0.0,0.6931471805599453,0.0,0.5002824202934422,5.32023035976007,0.0,0.0,0.0,0.0,0.0
