city,country,country_norm_x,lat,lon,crime_index,safety_index,crimeindex_2023,crimeindex_2020,safetyindex_2020,age_0_14,age_15_64,age_65_plus,population,density_per_km2,num_cities_25km,sum_pop_25km,pop_gravity_25km,num_cities_50km,sum_pop_50km,pop_gravity_50km,num_cities_100km,sum_pop_100km,pop_gravity_100km,dist_to_nearest_large_city,pop_of_nearest_large_city,dist_nearest_labeled_city,crime_nearest_labeled_city,safety_nearest_labeled_city,same_country_as_nearest_labeled,avg_crime_k3,avg_safety_k3,avg_crime_k5,avg_safety_k5,avg_crime_k10,avg_safety_k10,wavg_crime_k5,wavg_safety_k5,num_labeled_within_50km,num_labeled_within_100km,num_labeled_within_250km,avg_crime_same_country_k5,avg_safety_same_country_k5,num_same_country_within_250km,log1p_sum_pop_25km,log1p_pop_gravity_25km,log1p_sum_pop_50km,log1p_pop_gravity_50km,log1p_sum_pop_100km,log1p_pop_gravity_100km,log1p_pop_of_nearest_large_city,log1p_num_cities_25km,log1p_num_cities_50km,log1p_num_cities_100km,log1p_num_labeled_within_50km,log1p_num_labeled_within_100km,log1p_num_labeled_within_250km,log1p_num_same_country_within_250km,log1p_dist_to_nearest_large_city,log1p_dist_nearest_labeled_city,sum_pop_50km_country_z,sum_pop_100km_country_z,pop_gravity_50km_country_z,pop_gravity_100km_country_z,dist_to_nearest_large_city_country_z,country_for_macro,country_for_macro_norm,country_norm_y,gdp,gdp_per_capita,unemployment,homicide_rate,life_expectancy_male,life_expectancy_female,infant_mortality,urban_population_growth,tourists
Las Vegas,NV,nv,36.1674263,-115.1484131,55.2,44.8,47.81,47.2,52.8,18.9,65.7,15.0,329470935.0,34.0,10,3803155.0,25893.4296875,11,3818043.0,25902.078125,12,3863854.0,25909.91796875,12.800185203552246,2256509.0,0.0,54.88999938964844,45.11000061035156,1,44.42000198364258,55.57999801635742,47.256004333496094,52.74399566650391,42.57100296020508,57.42899703979492,54.88987731933594,45.110107421875,1,1,1,47.25600051879883,52.74399948120117,1,15.151341806316262,10.161783154576067,15.155248807559728,10.162117087151035,15.167175947730517,10.16241970205824,14.629329929881296,2.3978952727983707,2.4849066497880004,2.5649493574615367,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,2.6246820126203683,0.0,-0.2807052922444942,-0.4635613192169417,-0.185432157531681,-0.1855287430560026,-0.2029341863910987,NV,nv,,20580223.0,62917.9,3.9,5.0,76.3,81.3,5.8,0.9,79746.0
Johor Bahru,Malaysia,malaysia,1.4581986,103.7649059,54.9,45.1,57.29,58.84,41.16,24.3,69.4,6.0,32722760.0,99.0,5,6926036.0,41420.453125,8,9609042.0,42736.86328125,12,10218023.0,42827.5078125,18.0184326171875,5983000.0,12.774073600769045,29.200000762939453,70.80000305175781,0,47.5333366394043,52.4666633605957,46.900001525878906,53.09999847412109,48.60499954223633,51.39500045776367,32.3774528503418,67.62255096435547,1,1,1,50.150001525878906,49.84999847412109,0,15.750798346119089,10.631554217023714,16.078215192220775,10.662840534203912,16.139663777666364,10.664959230228977,15.604432839512386,1.791759469228055,2.19722457733622,2.5649493574615367,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,2.94540864663366,2.622788100564673,0.3689301943830553,0.3747945206950896,-0.4451039824673335,-0.4451062571703702,-0.2887339742360825,Malaysia,malaysia,malaysia,358579.0,11373.3,3.4,2.1,74.0,78.1,5.9,2.7,25832.0
Brampton,Canada,canada,43.685832,-79.7599366,54.8,45.2,41.89,39.67,60.33,16.0,67.0,17.0,37961548.0,4.0,8,1727182.0,1750938.875,27,9867221.0,1758363.75,92,13234844.0,1759074.125,0.6122267246246338,656480.0,14.308894157409668,42.5,57.5,1,37.06666564941406,62.93333053588867,36.27999877929688,63.719993591308594,37.1099967956543,62.8900032043457,37.68207931518555,62.317909240722656,9,12,14,36.27999877929688,63.719993591308594,13,14.362002315614612,14.375663273157029,16.10472891282609,14.379894815797254,16.398363682203396,14.38029873173322,13.394649030950506,2.19722457733622,3.332204510175204,4.532599493153256,2.302585092994046,2.5649493574615367,2.70805020110221,2.6390573296152584,0.4776162822245995,2.7284339769765937,1.9250001854387335,1.3290966059440157,-0.2569655448085299,-0.2569651740531152,-0.5539484513263276,Canada,canada,canada,1712562.0,46192.4,5.4,1.8,80.2,84.2,4.5,1.1,21134.0
Casablanca,Morocco,morocco,33.5945144,-7.6200284,54.6,45.4,48.66,48.69,51.31,27.4,65.8,7.0,35842238.0,80.0,8,3851779.0,57399.1640625,20,4332667.0,57807.5546875,53,7288949.0,58277.6015625,7.610116004943848,3215935.0,86.25431060791016,35.400001525878906,64.5999984741211,1,31.73333549499512,68.26666259765625,35.87999725341797,64.1199951171875,35.849998474121094,64.15000915527344,35.30379104614258,64.69620513916016,0,1,1,35.400001525878906,64.5999984741211,1,15.16404593708118,10.95780244053528,15.281694076507929,10.96489204868286,15.801870060689293,10.972990264868542,14.983629008585464,2.19722457733622,3.044522437723423,3.9889840465642745,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,2.1529377916292294,4.468826965110392,0.7071067811865475,-0.7071067811865476,-0.7071067811865476,-0.7071067811865475,0.7071067811865476,Morocco,morocco,morocco,117921.0,3272.9,9.0,1.4,75.1,77.5,19.9,2.4,12289.0
Ulaanbaatar,Mongolia,mongolia,47.9184676,106.9177016,54.6,45.4,56.01,57.97,42.03,29.7,66.3,4.0,3000000.0,1.9,2,1410948.0,1492790.625,3,1439100.0,1492822.0,3,1439100.0,1492822.0,0.9661455750465392,1396288.0,1168.574462890625,28.399999618530277,71.5999984741211,0,33.60000228881836,66.4000015258789,38.94000244140625,61.06000518798828,33.79999923706055,66.19999694824219,37.189208984375,62.810791015625,0,0,0,38.94000244140625,61.06000518798828,0,14.159773085603408,14.216158498796885,14.179529171036767,14.216179516244845,14.179529171036767,14.216179516244845,14.149328560936066,1.0986122886681098,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,0.0,0.676075065294231,7.064395254703305,0.0,0.0,0.0,0.0,0.0,Mongolia,mongolia,mongolia,13010.0,4103.7,6.0,6.2,65.5,73.8,18.1,2.1,529.0
Brussels,Belgium,belgium,50.8467372,4.352493,54.6,45.4,44.58,43.98,56.02,17.1,64.3,19.0,11524454.0,376.0,65,3171010.0,40057155584.0,187,6712657.0,40057163776.0,456,15290895.0,40057159680.0,0.0045852898620069,1249597.0,41.759464263916016,40.0,60.0,1,39.46666717529297,60.5333366394043,40.31999969482422,59.68000030517578,34.32100296020508,65.67900085449219,38.30754470825195,61.69245910644531,2,3,13,42.29999923706055,57.70000076293945,3,14.969561022451712,24.413573160793995,15.719505555697284,24.413573365301755,16.542768176580722,24.41357326304788,14.038332457554114,4.189654742026425,5.236441962829949,6.124683390894205,1.0986122886681098,1.3862943611198906,2.6390573296152584,1.3862943611198906,0.0045748094454011,3.7555905571708736,0.8007967806780626,0.4725642917514618,1.49997692977845,1.4999769297512202,-0.7895731531836957,Belgium,belgium,belgium,543026.0,47293.0,5.7,1.7,79.0,83.7,2.8,0.7,9119.0
Bangalore,India,india,12.9767936,77.590082,54.6,45.4,44.43,43.32,56.68,27.8,66.2,6.0,1359933123.0,414.0,16,15841488.0,178487312.0,35,16645814.0,178487968.0,100,19219472.0,178488448.0,0.2926041483879089,15386000.0,125.94596099853516,48.84999847412109,51.150001525878906,1,42.86000061035156,57.13999938964844,38.93600082397461,61.064002990722656,39.82799911499024,60.17200469970703,41.02008056640625,58.97992706298828,0,0,2,38.93600082397461,61.064002990722656,2,16.578142942457845,19.00002808102772,16.62766939144533,19.000031756352225,16.771434541775665,19.000034445605497,16.548968627995166,2.833213344056216,3.58351893845611,4.61512051684126,0.0,0.0,1.0986122886681098,1.0986122886681098,0.2566589031776591,4.843761491957556,0.0868309161689102,0.0551849776361086,0.1225237246013132,0.122523443922535,-0.5741607593945337,India,india,india,2779352.0,2054.8,5.4,3.1,68.1,70.5,32.0,2.4,17423.0
Portland,OR,or,45.5202471,-122.674194,54.6,45.4,47.81,47.2,52.8,18.9,65.7,15.0,329470935.0,34.0,35,3252466.0,299630.34375,46,3451014.0,299814.8125,57,3966952.0,299922.3125,2.6584746837615967,2084045.0,0.0,52.84999847412109,47.150001525878906,1,52.33333206176758,47.66666793823242,51.92000198364258,48.07999801635742,47.76899719238281,52.23099899291992,52.8499755859375,47.1500244140625,1,1,3,49.54399871826172,50.45600128173828,3,14.99492434327582,12.61030814381126,15.054178948636906,12.610923606755408,15.193508851682395,12.611282095960698,14.549821754548452,3.58351893845611,3.8501476017100575,4.060443010546419,0.6931471805599453,0.6931471805599453,1.3862943611198906,1.3862943611198906,1.2970463074769767,0.0,-0.3336224986710766,-0.4526516121821278,-0.1285160900283082,-0.1285938010389287,-0.2201348383050982,OR,or,,20580223.0,62917.9,3.9,5.0,76.3,81.3,5.8,0.9,79746.0
Kamloops,Canada,canada,50.6758269,-120.339415,54.6,45.4,41.89,39.67,60.33,16.0,67.0,17.0,37961548.0,4.0,1,97902.0,9090834.0,1,97902.0,9090834.0,5,196218.0,9090847.0,244.02003479003903,568322.0,106.14910125732422,61.70000076293945,38.29999923706055,1,49.33333206176758,50.66666793823242,47.36600112915039,52.63399505615234,48.65399932861328,51.34600067138672,50.23196792602539,49.76803970336914,0,0,3,47.36600112915039,52.63399505615234,3,11.491732471562887,16.022777321120785,11.491732471562887,16.022777321120785,12.18698666138394,16.022778751131415,13.25044519804817,0.6931471805599453,0.6931471805599453,1.791759469228055,0.0,0.0,1.3862943611198906,1.3862943611198906,5.501339981854583,4.674221334178616,-0.8608436565106675,-0.9865375610657952,-0.241355571811493,-0.2413566845351055,0.3589443707404088,Canada,canada,canada,1712562.0,46192.4,5.4,1.8,80.2,84.2,4.5,1.1,21134.0
Amadora,Portugal,portugal,38.758959,-9.2365233,54.6,45.4,29.91,29.63,70.37,13.6,64.9,22.0,10276617.0,112.0,45,3227782.0,239514.140625,60,3817268.0,240054.71875,82,4314738.0,240148.984375,10.301053047180176,548703.0,10.37104320526123,29.600000381469727,70.4000015258789,1,32.5,67.50000762939453,30.939998626708984,69.06000518798828,35.88999938964844,64.11000061035156,29.843032836914062,70.15696716308594,1,1,1,32.400001525878906,67.60000610351562,1,14.98730608182484,12.386371911475877,15.15504580343857,12.38862633683716,15.27754739399588,12.389018942029466,13.21531441297858,3.828641396489095,4.110873864173311,4.418840607796598,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,2.42489591139232,2.4310700542362143,0.5773502691896258,-0.5773502691896257,-0.6270884035207716,-0.6270881123699019,-0.5457058249685176,Portugal,portugal,portugal,240792.0,23477.7,5.9,0.8,78.7,84.6,3.0,0.5,16186.0
Karachi,Pakistan,pakistan,24.8546842,67.0207055,54.5,45.5,42.51,44.08,55.92,34.8,60.7,5.0,218983520.0,272.0,2,20696992.0,13342175.0,3,20714532.0,13342185.0,4,20934532.0,13342211.0,1.2310340404510498,20249000.0,600.57373046875,32.099998474121094,67.9000015258789,0,32.70000076293945,67.30000305175781,32.63999938964844,67.36000061035156,36.20000076293945,63.79999923706055,32.575809478759766,67.4241943359375,0,0,0,39.16666793823242,60.83333206176758,0,16.84549898198303,16.406440703590164,16.846346089189314,16.406441453092814,16.85691065004542,16.406443401797073,16.82361601696656,1.0986122886681098,1.3862943611198906,1.6094379124341005,0.0,0.0,0.0,0.0,0.8024651732681269,6.399549105573112,1.23881129452671,0.9559059744127096,-0.135635186345017,-0.1356560402397247,-0.3472686146019245,Pakistan,pakistan,pakistan,282346.0,1330.4,4.4,3.9,66.1,68.0,61.3,2.7,966.0
Gurgaon,India,india,28.4646148,77.0299194,54.3,45.7,44.43,43.32,56.68,27.8,66.2,6.0,1359933123.0,414.0,13,3314363.0,954018.1875,33,42427068.0,1009521.4375,71,46736932.0,1010315.75,0.9622556567192078,876824.0,24.11532020568848,59.20000076293945,40.79999923706055,1,58.20000076293945,41.79999923706055,50.56000518798828,49.44000244140625,46.56999969482422,53.43000411987305,56.35093688964844,43.64906311035156,2,3,4,50.56000518798828,49.44000244140625,4,15.013776307991916,13.768439062911604,17.563297136310272,13.824987942837703,17.66004526660793,13.82577445351228,13.684062707543127,2.6390573296152584,3.5263605246161616,4.276666119016055,1.0986122886681098,1.3862943611198906,1.6094379124341005,1.6094379124341005,0.6740946567925548,3.223478026700206,1.725930507527346,1.7303154676816226,-0.3008789997519105,-0.3008784430179126,-0.397348628074778,India,india,india,2779352.0,2054.8,5.4,3.1,68.1,70.5,32.0,2.4,17423.0
London,United Kingdom,united kingdom,51.5074456,-0.1277653,53.8,46.2,46.07,43.71,56.29,17.7,63.8,19.0,66435600.0,274.0,146,17442736.0,9600188416.0,252,21013102.0,9600190464.0,400,26402782.0,9600193536.0,0.0332508757710456,11262000.0,76.28304290771484,37.400001525878906,62.59999847412109,1,43.53666687011719,56.46332931518555,46.98199844360352,53.01799392700195,47.4109992980957,52.5890007019043,43.4535026550293,56.5464973449707,0,2,9,46.98199844360352,53.01799392700195,8,16.67443390220501,22.985048561998436,16.860656753491295,22.98504877532756,17.088979979227265,22.985049095321155,16.236944873590872,4.990432586778736,5.53338948872752,5.993961427306569,0.0,1.0986122886681098,2.302585092994046,2.19722457733622,0.0327100219980661,4.347474564228913,3.561602163875045,1.8420202590762944,0.1115266941814937,0.1115267395674429,-0.7688916355335402,United Kingdom,united kingdom,united kingdom,2855297.0,42526.4,4.1,1.2,79.4,82.9,3.8,1.0,36316.0
Drogheda,Ireland,ireland,53.7149877,-6.3524183,53.6,46.4,45.51,45.43,54.57,21.6,64.4,14.0,4921500.0,70.0,7,135752.0,973839680.0,29,1587900.0,973840512.0,46,1913975.0,973840576.0,41.07198333740234,592713.0,41.1043815612793,52.09999847412109,47.900001525878906,1,42.43333435058594,57.56666564941406,42.86000061035156,57.1400032043457,46.2599983215332,53.7400016784668,46.56307220458984,53.436920166015625,1,1,6,39.25,60.75,4,11.818592336999506,20.69675724949635,14.277923576276567,20.696758103846054,14.464693311731468,20.69675816956524,13.29246726821571,2.079441541679836,3.4011973816621555,3.8501476017100575,0.6931471805599453,0.6931471805599453,1.9459101490553128,1.6094379124341005,3.739382040237391,3.740151810362669,1.0702554692091883,1.1388531951834788,1.665961575679442,1.6659615879360063,-0.8568505743745801,Ireland,ireland,ireland,382674.0,79414.6,5.2,0.9,80.4,83.7,2.7,0.6,10926.0
Phoenix,AZ,az,33.4484367,-112.074141,53.6,46.4,47.81,47.2,52.8,18.9,65.7,15.0,329470935.0,34.0,5,4605215.0,22897.43359375,21,6666452.0,24675.70703125,30,7047964.0,24787.271484375,13.832476615905762,4065338.0,0.0,52.22999954223633,47.77000045776367,1,51.34000015258789,48.65999984741211,52.821998596191406,47.178001403808594,49.14299774169922,50.85700225830078,52.2299919128418,47.77000427246094,1,1,3,52.82200241088867,47.178001403808594,3,15.342700132108972,10.038823785183157,15.712598492336545,10.113615042506586,15.768249480638037,10.118125896272105,15.21800769232084,1.791759469228055,3.091042453358316,3.4339872044851463,0.6931471805599453,0.6931471805599453,1.3862943611198906,1.3862943611198906,2.696819142605057,0.0,0.1299702866343821,-0.1266226078295078,-0.1856869840190852,-0.1857620091920214,-0.2011833885130628,AZ,az,,20580223.0,62917.9,3.9,5.0,76.3,81.3,5.8,0.9,79746.0
Thessaloniki,Greece,greece,40.6403167,22.9352716,53.5,46.5,45.85,40.32,59.68,14.2,65.4,20.0,10724599.0,81.0,18,1370491.0,974107712.0,22,1435445.0,974107712.0,42,1831428.0,974107776.0,0.0277043264359235,802572.0,196.18890380859372,46.900001525878906,53.09999847412109,0,43.70000076293945,56.29999923706055,46.84000015258789,53.15999603271485,41.79999923706055,58.19999313354492,46.475677490234375,53.52432632446289,0,0,2,55.900001525878906,44.09999847412109,0,14.130680357422278,20.69703244378806,14.17698616028084,20.69703244378806,14.420607094410816,20.69703250948921,13.595578095581264,2.9444389791664403,3.1354942159291497,3.7612001156935615,0.0,0.0,1.0986122886681098,0.0,0.0273275054638332,5.284162171866293,-0.7071067811865475,-0.7071067811865475,0.7071067811865475,0.7071067811865475,-0.7071067811865476,Greece,greece,greece,218139.0,20731.2,15.5,0.9,79.5,84.5,2.8,0.1,30123.0
Ballarat,Australia,australia,-37.5623013,143.8605645,53.2,46.8,43.03,41.36,58.64,19.0,65.5,16.0,25649909.0,3.0,1,116201.0,85739.375,1,116201.0,85739.375,14,611138.0,85819.71875,100.9789047241211,5031195.0,78.62527465820312,55.59999847412109,44.400001525878906,1,40.93333435058594,59.06666946411133,37.2400016784668,62.7599983215332,42.25,57.75,46.42657470703125,53.57342529296875,0,1,2,37.2400016784668,62.7599983215332,2,11.663085334955786,11.359079113830298,11.663085334955786,11.359079113830298,13.323079708188809,11.360015733597836,15.431168287172158,0.6931471805599453,0.6931471805599453,2.70805020110221,0.0,0.6931471805599453,1.0986122886681098,1.0986122886681098,4.624765975464618,4.377331563282964,-0.578620227276585,-0.6203876386225077,-0.2382307521159127,-0.2382307604046608,-0.5453623091716634,Australia,australia,australia,1453871.0,58392.7,5.3,0.9,81.2,85.2,3.1,1.6,9246.0
Odessa (Odesa),Ukraine,ukraine,46.4828923,30.7240455,53.1,46.9,47.42,48.85,51.15,15.5,68.0,17.0,41902416.0,69.0,5,1054847.0,401396.53125,9,1156616.0,401471.46875,18,1391790.0,401508.375,1.5861634016036987,1010537.0,156.19297790527344,43.900001525878906,56.09999847412109,0,40.26666641235352,59.73333358764648,36.87999725341797,63.1199951171875,37.85000228881836,62.15000534057617,38.28191757202149,61.718074798583984,0,0,1,46.375,53.625,0,13.868907238683,12.902707564976682,13.96100992285174,12.902894239034046,14.14610196492565,12.90298616203408,13.825993420264725,1.791759469228055,2.302585092994046,2.9444389791664403,0.0,0.0,0.6931471805599453,0.0,0.9501754653618416,5.057474209183599,-0.2235043340968618,-0.5220279406229257,-0.4762405372691762,-0.4762406076137127,-0.4059297039595446,Ukraine,ukraine,ukraine,130832.0,2956.9,8.9,6.2,66.8,76.6,7.2,-0.4,14104.0
Bilbao,Spain,spain,43.2630018,-2.9350039,53.0,47.0,33.32,31.96,68.04,14.7,65.9,19.0,46934632.0,93.0,15,1163154.0,595148.0,24,1322906.0,595287.9375,51,2532069.0,595549.375,1.1459954977035522,775000.0,77.2605209350586,16.899999618530273,83.0999984741211,1,31.266664505004883,68.73333740234375,41.3599967956543,58.6400032043457,43.53999710083008,56.46000289916992,31.01060485839844,68.98938751220703,0,1,1,31.600000381469727,68.4000015258789,1,13.966646698630662,13.296567073345935,14.095342145841718,13.296802175901451,14.7445477079936,13.297241256978902,13.560619598657231,2.772588722239781,3.218875824868201,3.951243718581428,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.7636035462116891,4.360043273226489,-0.5640560379204654,-0.5384531333071412,-0.376497881757857,-0.3764978760628503,-0.4834691205434889,Spain,spain,spain,1419735.0,30405.8,13.0,0.6,80.6,86.0,2.3,0.1,82773.0
London,Canada,canada,42.9836747,-81.2496068,53.0,47.0,41.89,39.67,60.33,16.0,67.0,17.0,37961548.0,4.0,4,502009.0,2746881536.0,13,687315.0,2746881536.0,38,2103567.0,2746882048.0,79.39309692382812,522888.0,80.4035873413086,41.20000076293945,58.79999923706055,1,43.80000305175781,56.19999694824219,37.46000289916992,62.540000915527344,47.88300323486328,52.11699676513672,38.14908218383789,61.85091400146485,0,1,19,37.46000289916992,62.540000915527344,14,13.126375318794183,21.733732118630208,13.440549436338223,21.733732118630208,14.559145508564129,21.733732305023373,13.16712448342789,1.6094379124341005,2.6390573296152584,3.6635616461296463,0.0,0.6931471805599453,2.995732273553991,2.70805020110221,4.3869283133424455,4.399419342569463,-0.6927651470040251,-0.6477961543553032,5.587081158601271,5.587081537960656,-0.2584834393670709,Canada,canada,canada,1712562.0,46192.4,5.4,1.8,80.2,84.2,4.5,1.1,21134.0
Rome,Italy,italy,41.8933203,12.4829321,53.0,47.0,44.85,44.26,55.74,13.5,63.5,23.0,60252824.0,200.0,19,3212988.0,3584955136.0,53,4053044.0,3584955904.0,92,5205287.0,3584956160.0,0.0266869533807039,2748109.0,188.5188140869141,61.70000076293945,38.29999923706055,1,49.23333740234375,50.76666259765625,46.1400032043457,53.8599967956543,40.84000396728516,59.15999603271485,47.70732116699219,52.292667388916016,0,0,2,48.56000518798828,51.43999481201172,2,14.982712214500475,22.00001179683322,15.21497900843556,22.00001201106182,15.465185589912585,22.000012082471343,14.826423960635315,2.995732273553991,3.9889840465642745,4.532599493153256,0.0,0.0,1.0986122886681098,1.0986122886681098,0.0263370679085513,5.244488302374821,1.3939593657900125,1.0280211642409012,1.929898108652761,1.9298981743439727,-0.9275818654328134,Italy,italy,italy,2084882.0,34388.5,9.8,0.6,81.0,85.4,2.6,0.3,61567.0
Lyon,France,france,45.7578137,4.8320114,52.8,47.2,51.99,46.79,53.21,18.1,62.2,20.0,67060000.0,123.0,31,1344404.0,1197220.25,43,1745728.0,1197507.0,83,2692890.0,1197658.0,0.6655656099319458,520774.0,94.7983627319336,57.400001525878906,42.59999847412109,1,37.76666641235352,62.23333740234375,36.619998931884766,63.3800048828125,40.94800567626953,59.052001953125,39.00739288330078,60.99260330200195,0,1,5,58.56000518798828,41.43999481201172,1,14.111462093957382,13.995513804552573,14.372682791422124,13.995753288829444,14.806125895668238,13.995879376071128,13.163073365652115,3.4657359027997265,3.784189633918261,4.430816798843313,0.0,0.6931471805599453,1.791759469228055,0.6931471805599453,0.5101647714103341,4.562245594349911,-0.1920715038702281,-0.2773256039064713,-0.4639514453201427,-0.4639516989400705,-0.896080193814209,France,france,france,2778892.0,41358.1,8.3,1.2,79.4,85.4,3.0,0.8,89322.0
Seattle,WA,wa,47.6038321,-122.330062,52.8,47.2,47.81,47.2,52.8,18.9,65.7,15.0,329470935.0,34.0,30,4658047.0,922645.5625,72,6208009.0,924077.8125,97,7190841.0,924329.4375,1.9664385318756104,3555253.0,0.0,51.34999847412109,48.650001525878906,1,51.31666564941406,48.68333435058594,43.37000274658203,56.62999725341797,48.61300277709961,51.387001037597656,51.349754333496094,48.65024185180664,1,1,9,49.90399932861328,50.09600067138672,3,15.354107034225196,13.735001517616222,15.641350951668636,13.736552641899836,15.788318829933914,13.736824903036329,15.083937067330998,3.4339872044851463,4.290459441148391,4.584967478670572,0.6931471805599453,0.6931471805599453,2.302585092994046,1.3862943611198906,1.0873620857453048,0.0,0.0638732674184027,-0.111503534598086,0.0011989271611257,0.0011469850220038,-0.2213085528315842,WA,wa,,20580223.0,62917.9,3.9,5.0,76.3,81.3,5.8,0.9,79746.0
Jakarta,Indonesia,indonesia,-6.1754049,106.827168,52.7,47.3,45.93,45.84,54.16,27.4,67.3,5.0,268074600.0,141.0,14,43549388.0,9769928704.0,26,46250556.0,9769930752.0,36,48608928.0,9769931776.0,0.057780098170042,33756000.0,901.678955078125,29.200000762939453,70.80000305175781,0,43.18333435058594,56.81666564941406,45.62999725341797,54.37000274658203,49.09499740600586,50.90500259399414,45.33334732055664,54.66666030883789,0,0,0,48.20000076293945,51.79999923706055,0,17.58940623131362,23.002575005635684,17.649584065093432,23.00257521525848,17.69931779627532,23.002575320069862,17.334668766884356,2.70805020110221,3.295836866004329,3.610917912644224,0.0,0.0,0.0,0.0,0.0561724651127974,6.805366958725742,0.7071067811865476,0.7071067811865476,0.7071067811865475,0.7071067811865476,-0.7071067811865475,Indonesia,indonesia,indonesia,1042173.0,3893.5,4.8,0.4,69.3,73.6,18.9,2.6,15810.0
Dnipro,Ukraine,ukraine,51.9191343,30.8243039,52.7,47.3,47.42,48.85,51.15,15.5,68.0,17.0,41902416.0,69.0,0,0.0,0.0,1,24464.0,12.321528434753418,10,891071.0,257.5428771972656,59.51406478881836,501102.0,164.82669067382812,45.20000076293945,54.79999923706055,1,50.5,49.5,43.62000274658203,56.37999725341797,42.09000015258789,57.910003662109375,45.17801284790039,54.82198333740234,0,0,1,46.47499847412109,53.525001525878906,1,0.0,0.0,10.104998803723223,2.5893814058831293,13.700180511268956,5.555061549428773,13.124566947758872,0.0,0.6931471805599453,2.3978952727983707,0.0,0.0,0.6931471805599453,0.6931471805599453,4.10287581386671,5.110943210890043,-1.0943096708803794,-0.9418193089494646,-0.4765490156726419,-0.4765489259895208,1.78833341140309,Ukraine,ukraine,ukraine,130832.0,2956.9,8.9,6.2,66.8,76.6,7.2,-0.4,14104.0
Algiers,Algeria,algeria,36.7729333,3.0588445,52.6,47.4,52.03,49.81,50.19,29.3,64.5,6.0,43000000.0,18.0,23,3511020.0,97461.96875,50,4541306.0,98483.8828125,120,6570790.0,98884.203125,5.157238960266113,2364230.0,313.0182800292969,32.279998779296875,67.72000122070312,0,31.15999794006348,68.84000396728516,35.83599853515625,64.16400146484375,40.9379997253418,59.0620002746582,34.849796295166016,65.15020751953125,0,0,0,35.83599853515625,64.16400146484375,0,15.07141743633462,11.48722777714842,15.328725414049018,11.497658341397072,15.698144778952011,11.501714891907833,14.675963368470295,3.1780538303479458,3.9318256327243257,4.795790545596741,0.0,0.0,0.0,0.0,1.8176284563284677,5.749451200867542,0.0,0.0,0.0,0.0,0.0,Algeria,algeria,algeria,173757.0,4114.7,11.5,1.4,75.4,77.8,21.2,2.9,2657.0
Miami,FL,fl,25.7741566,-80.1935973,52.6,47.4,47.81,47.2,52.8,18.9,65.7,15.0,329470935.0,34.0,44,7700358.0,1563480.5,74,9501249.0,1565064.875,89,10398959.0,1565288.0,1.9814077615737915,6113982.0,0.0,52.27999877929688,47.720001220703125,1,51.72999954223633,48.27000045776367,49.80800247192383,50.19199752807617,50.131004333496094,49.86899566650391,52.27996063232422,47.72004318237305,1,1,1,49.80800247192383,50.19199752807617,1,15.8567775091137,14.262425623382782,16.066933926862387,14.263438473722276,16.157216359111267,14.263581029444737,15.626089000925289,3.80666248977032,4.31748811353631,4.499809670330265,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.092395592182726,0.0,0.5386833257306293,0.2279756746311276,0.1343890214489375,0.1343268678288111,-0.2212831645591664,FL,fl,,20580223.0,62917.9,3.9,5.0,76.3,81.3,5.8,0.9,79746.0
Regina,Canada,canada,50.4479733,-104.6158764,52.5,47.5,41.89,39.67,60.33,16.0,67.0,17.0,37961548.0,4.0,1,226404.0,230074.53125,1,226404.0,230074.53125,2,260069.0,230082.125,535.4767456054688,758515.0,235.09022521972656,49.400001525878906,50.59999847412109,1,57.09999465942383,42.90000534057617,54.37799835205078,45.62200164794922,54.4849967956543,45.51499938964844,53.59376525878906,46.40624237060547,0,0,1,54.37799835205078,45.62200164794922,1,12.330080709872952,12.346162930734057,12.330080709872952,12.346162930734057,12.468706104530796,12.346195935654848,13.53911917181324,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.0,0.0,0.6931471805599453,0.6931471805599453,6.285023216500348,5.464214042216745,-0.8241996995083236,-0.9751977498619352,-0.2602190941067832,-0.260220219730607,1.4520429913692177,Canada,canada,canada,1712562.0,46192.4,5.4,1.8,80.2,84.2,4.5,1.1,21134.0
