city,country,country_norm_x,lat,lon,crime_index,safety_index,crimeindex_2023,crimeindex_2020,safetyindex_2020,age_0_14,age_15_64,age_65_plus,population,density_per_km2,num_cities_25km,sum_pop_25km,pop_gravity_25km,num_cities_50km,sum_pop_50km,pop_gravity_50km,num_cities_100km,sum_pop_100km,pop_gravity_100km,dist_to_nearest_large_city,pop_of_nearest_large_city,dist_nearest_labeled_city,crime_nearest_labeled_city,safety_nearest_labeled_city,same_country_as_nearest_labeled,avg_crime_k3,avg_safety_k3,avg_crime_k5,avg_safety_k5,avg_crime_k10,avg_safety_k10,wavg_crime_k5,wavg_safety_k5,num_labeled_within_50km,num_labeled_within_100km,num_labeled_within_250km,avg_crime_same_country_k5,avg_safety_same_country_k5,num_same_country_within_250km,log1p_sum_pop_25km,log1p_pop_gravity_25km,log1p_sum_pop_50km,log1p_pop_gravity_50km,log1p_sum_pop_100km,log1p_pop_gravity_100km,log1p_pop_of_nearest_large_city,log1p_num_cities_25km,log1p_num_cities_50km,log1p_num_cities_100km,log1p_num_labeled_within_50km,log1p_num_labeled_within_100km,log1p_num_labeled_within_250km,log1p_num_same_country_within_250km,log1p_dist_to_nearest_large_city,log1p_dist_nearest_labeled_city,sum_pop_50km_country_z,sum_pop_100km_country_z,pop_gravity_50km_country_z,pop_gravity_100km_country_z,dist_to_nearest_large_city_country_z,country_for_macro,country_for_macro_norm,country_norm_y,gdp,gdp_per_capita,unemployment,homicide_rate,life_expectancy_male,life_expectancy_female,infant_mortality,urban_population_growth,tourists
Jaipur,India,india,26.9154576,75.8189817,35.1,64.9,44.43,43.32,56.68,27.8,66.2,6.0,1359933123.0,414.0,2,3085399.0,472900.5,2,3085399.0,472900.5,19,3597619.0,473016.84375,2.5484044551849365,3073350.0,209.4921112060547,54.29999923706055,45.70000076293945,1,56.26666641235352,43.73333358764648,54.400001525878906,45.59999847412109,46.769996643066406,53.22999954223633,55.413185119628906,44.58681869506836,0,0,3,54.400001525878906,45.59999847412109,3,14.942191866559977,13.06664240054489,14.942191866559977,13.06664240054489,15.095783073684911,13.066888391392537,14.938279055221248,1.0986122886681098,1.0986122886681098,2.995732273553991,0.0,0.0,1.3862943611198906,1.3862943611198906,1.2664980532110597,5.349448175964379,-0.7753021160393292,-0.8957982261664582,-0.3021591933263031,-0.3021602537281856,0.0214518168698588,India,india,india,2779352.0,2054.8,5.4,3.1,68.1,70.5,32.0,2.4,17423.0
Guelph,Canada,canada,43.5460516,-80.2493276,34.9,65.1,41.89,39.67,60.33,16.0,67.0,17.0,37961548.0,4.0,9,1031741.0,736701.25,30,4148670.0,738468.25,77,11957057.0,739862.6875,22.933639526367188,522888.0,22.28546905517578,41.20000076293945,58.79999923706055,1,42.03333282470703,57.9666633605957,41.43999862670898,58.55999755859375,39.09999847412109,60.900001525878906,41.70670700073242,58.29329299926758,6,11,14,41.43999862670898,58.55999755859375,13,13.846759193768436,13.509939086826686,15.238298599954938,13.512334741630337,16.296832289605014,13.514221242131248,13.16712448342789,2.302585092994046,3.4339872044851463,4.356708826689592,1.9459101490553128,2.4849066497880004,2.70805020110221,2.6390573296152584,3.175284980885033,3.1478295203231745,0.2942836443754733,1.1021641641851243,-0.2591367832414168,-0.2591349563568059,-0.4702327411071093,Canada,canada,canada,1712562.0,46192.4,5.4,1.8,80.2,84.2,4.5,1.1,21134.0
Nuremberg,Germany,germany,49.453872,11.077298,34.9,65.1,35.79,34.81,65.19,13.1,65.5,22.0,83149300.0,233.0,19,1056920.0,2070992128.0,37,1369986.0,2070992384.0,99,2953248.0,2070992512.0,0.0149382958188653,526091.0,150.8937530517578,18.799999237060547,81.19999694824219,1,31.633331298828125,68.36666107177734,34.79999923706055,65.19999694824219,31.720001220703125,68.27999877929688,33.66215133666992,66.33785247802734,0,0,5,34.79999923706055,65.19999694824219,5,13.870870522229508,21.451293618773207,14.130311808708193,21.45129374238545,14.898416478200703,21.451293804191565,13.173231381368726,2.995732273553991,3.6375861597263857,4.605170185988092,0.0,0.0,1.791759469228055,1.791759469228055,0.0148278183491396,5.023181283356172,-0.9035878855773646,-1.0738361076280385,-0.1201691484795206,-0.120169229395011,-0.4069782812559647,Germany,germany,germany,3949549.0,47513.7,3.0,0.9,78.7,83.6,3.2,0.3,38881.0
Budapest,Hungary,hungary,47.4813896,19.1457723,34.8,65.2,34.36,35.08,64.92,14.3,67.1,19.0,9764000.0,105.0,35,2353333.0,27925.91796875,52,2610228.0,28147.962890625,84,3499968.0,28325.669921875,8.108199119567871,1686222.0,168.06362915039062,30.600000381469727,69.4000015258789,0,25.773332595825195,74.2266616821289,28.523998260498047,71.47599792480469,28.448001861572266,71.55199432373047,28.3903923034668,71.60960388183594,0,0,4,28.523998260498047,71.47599792480469,0,14.671343604087394,10.237346304434706,14.774948514913596,10.245265790637813,15.06826466927756,10.251559039917431,14.338001674515274,3.58351893845611,3.970291913552122,4.442651256490317,0.0,0.0,1.6094379124341005,0.0,2.2091750100143304,5.130275147911751,0.0,0.0,0.0,0.0,0.0,Hungary,hungary,hungary,157883.0,16264.0,3.5,2.5,73.0,80.1,4.1,0.2,17552.0
Banja Luka,Bosnia And Herzegovina,bosnia and herzegovina,44.7720845,17.1917651,34.4,65.6,43.03,43.03,56.97,14.1,69.3,17.0,3511372.0,69.0,1,185042.0,32927958.0,6,333188.0,32928036.0,34,1050353.0,32928156.0,149.74887084960938,767131.0,140.6618194580078,45.900001525878906,54.09999847412109,1,33.5333366394043,66.46666717529297,33.34000015258789,66.65999603271484,32.689998626708984,67.30999755859375,33.6211051940918,66.37889862060547,0,0,5,45.900001525878906,54.09999847412109,1,12.128343509484662,17.309832672474226,12.716465175524595,17.309835041279033,13.864637808170968,17.309838685583166,13.550414164629398,0.6931471805599453,1.9459101490553128,3.555348061489413,0.0,0.0,1.791759469228055,0.6931471805599453,5.015615345361063,4.953442664080408,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,Bosnia And Herzegovina,bosnia and herzegovina,bosnia and herzegovina,19782.0,5951.4,18.4,1.2,74.6,79.6,6.0,-0.3,1053.0
Madison,WI,wi,43.07469,-89.3841663,34.4,65.6,47.81,47.2,52.8,18.9,65.7,15.0,329470935.0,34.0,12,642063.0,380489.40625,13,654553.0,380495.0625,39,1424738.0,380627.9375,115.08184814453124,1290221.0,0.0,33.97999954223633,66.0199966430664,1,55.95332717895508,44.04666519165039,60.012001037597656,39.98799896240234,59.74799728393555,40.25200271606445,33.98087310791016,66.01911163330078,1,1,5,60.012001037597656,39.98799896240234,5,13.372443266177052,12.849216242431188,13.391709366658246,12.849231108004316,14.169499197014696,12.849580262220377,14.070324854554803,2.5649493574615367,2.6390573296152584,3.688879454113936,0.6931471805599453,0.6931471805599453,1.791759469228055,1.791759469228055,4.754295529749425,0.0,-0.7368083613709914,-0.7216656566815621,-0.1117516173371543,-0.1118245958075841,-0.0294613508176852,WI,wi,,20580223.0,62917.9,3.9,5.0,76.3,81.3,5.8,0.9,79746.0
Surat,India,india,21.2094892,72.8317058,34.2,65.8,44.43,43.32,56.68,27.8,66.2,6.0,1359933123.0,414.0,8,6698335.0,6604874.5,16,7474789.0,6605641.0,39,9559056.0,6605973.5,0.993998646736145,6538000.0,126.62316131591795,31.799999237060547,68.19999694824219,1,36.29999923706055,63.70000076293945,37.47999954223633,62.52000045776367,40.57700347900391,59.42300415039063,36.26955032348633,63.73045349121094,0,0,4,37.47999954223633,62.52000045776367,4,15.717369695306232,15.703318646404364,15.827046583200906,15.703434690306636,16.072999639994958,15.703485024798264,15.693142019218254,2.19722457733622,2.833213344056216,3.688879454113936,0.0,0.0,1.6094379124341005,1.6094379124341005,0.690141992871485,4.849081869453864,-0.4962370497972913,-0.5328946411994787,-0.2875285771261723,-0.2875291248794638,-0.3889673347460401,India,india,india,2779352.0,2054.8,5.4,3.1,68.1,70.5,32.0,2.4,17423.0
Oslo,Norway,norway,59.9133301,10.7389701,34.1,65.9,33.72,35.43,64.57,17.8,65.4,17.0,5367580.0,17.0,12,1134554.0,17068544000.0,26,1453289.0,17068544000.0,47,2017478.0,17068544000.0,0.0054451976902782,709037.0,255.28509521484372,46.59999847412109,53.400001525878906,0,38.23333358764648,61.76666641235352,33.040000915527344,66.95999908447266,31.80599975585937,68.19400787353516,33.986202239990234,66.0137939453125,0,0,0,28.225000381469727,71.7750015258789,0,13.941751061533331,23.560503074332797,14.189340509698823,23.560503074332797,14.517359270150134,23.560503074332797,13.471664400692967,2.5649493574615367,3.295836866004329,3.871201010907891,0.0,0.0,0.0,0.0,0.0054304261995316,5.546290478010849,1.7577697994494188,1.7696739508282024,1.788693722349333,1.788693722345141,-1.669745623136259,Norway,norway,norway,579000.0,104000.0,4.0,0.72,80.8,84.4,2.0,1.1,7440.0
Astana (Nur-Sultan),Kazakhstan,kazakhstan,51.1278362,71.4413281,33.9,66.1,53.77,62.02,37.98,27.9,65.1,7.0,18592700.0,7.0,1,1078362.0,167888.921875,1,1078362.0,167888.921875,2,1085238.0,167890.265625,2.5333774089813232,1078362.0,879.5667114257812,47.70000076293945,52.29999923706055,0,52.46667098999024,47.533329010009766,48.53200149536133,51.46799850463867,46.2760009765625,53.7239990234375,48.79450225830078,51.20549392700195,0,0,0,63.29999923706055,36.70000076293945,0,13.890954708462557,12.031063816695893,13.890954708462557,12.031063816695893,13.897310797197088,12.031071820420042,13.890954708462557,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.0,0.0,0.0,0.0,1.2622541866121062,6.780565690456079,-0.7071067811865476,-0.7071067811865476,-0.7071067811865476,-0.7071067811865476,0.7071067811865476,Kazakhstan,kazakhstan,kazakhstan,179340.0,9789.5,4.6,5.1,68.8,77.4,7.7,1.7,4560.0
Sydney,Australia,australia,-33.8698439,151.2082848,33.9,66.1,43.03,41.36,58.64,19.0,65.5,16.0,25649909.0,3.0,2,4849708.0,6816899.0,5,4902649.0,6816935.0,11,5541739.0,6817081.0,0.8416708707809448,4840600.0,68.11518096923828,51.70000076293945,48.29999923706055,1,41.0,59.0,45.12000274658203,54.87999725341797,44.62000274658203,55.37999725341797,46.84206008911133,53.15794372558594,0,1,3,45.12000274658203,54.87999725341797,3,15.394429261113594,15.734915381028,15.405286433218942,15.73492066200688,15.527819088833231,15.734942079024227,15.392549444537636,1.0986122886681098,1.791759469228055,2.4849066497880004,0.0,0.6931471805599453,1.3862943611198906,1.3862943611198906,0.610673241510085,4.235774402291512,2.1785250975904984,1.483699513559529,-0.2377939470103603,-0.2377939510370984,-0.7290863207054112,Australia,australia,australia,1453871.0,58392.7,5.3,0.9,81.2,85.2,3.1,1.6,9246.0
Aberdeen,United Kingdom,united kingdom,57.1482429,-2.0928095,33.8,66.2,46.07,43.71,56.29,17.7,63.8,19.0,66435600.0,274.0,6,250597.0,180298.203125,7,269867.0,180308.0625,18,569984.0,180350.984375,194.9376678466797,626410.0,148.86546325683594,30.899999618530277,69.0999984741211,1,38.29999923706055,61.70000076293945,45.89999771118164,54.09999847412109,47.2300033569336,52.77000045776367,42.50645446777344,57.49354553222656,0,0,3,45.89999771118164,54.09999847412109,3,12.431605340566287,12.102372989464504,12.505688229546486,12.10242767137805,13.253365323674991,12.10266568918216,13.347761984168656,1.9459101490553128,2.079441541679836,2.9444389791664403,0.0,0.0,1.3862943611198906,1.3862943611198906,5.277796587460645,5.009737980009265,-0.8626480386669926,-1.2785973656731429,-0.3182893204241353,-0.3182893803815825,2.549800351496587,United Kingdom,united kingdom,united kingdom,2855297.0,42526.4,4.1,1.2,79.4,82.9,3.8,1.0,36316.0
Salt Lake City,UT,ut,40.7596198,-111.886797,33.7,66.3,47.81,47.2,52.8,18.9,65.7,15.0,329470935.0,34.0,18,2059868.0,70122.046875,45,2871623.0,70740.8671875,64,4551170.0,71251.6640625,4.232686996459961,1169033.0,0.0,33.11000061035156,66.88999938964844,1,34.823333740234375,65.17666625976562,42.9119987487793,57.0880012512207,50.07600021362305,49.92400360107422,33.11008834838867,66.8899154663086,1,1,1,42.9119987487793,57.0880012512207,1,14.538152946510682,11.15800679038721,14.870388281359528,11.166792857484635,15.330895120452414,11.173987487782773,13.971688324719022,2.9444389791664403,3.828641396489095,4.174387269895637,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.654924912197769,0.0,-0.4171574595289488,-0.3908303622600635,-0.1761151480436998,-0.176107528044117,-0.2174649259686518,UT,ut,,20580223.0,62917.9,3.9,5.0,76.3,81.3,5.8,0.9,79746.0
Lund,Sweden,sweden,55.7029296,13.1929449,33.5,66.5,48.0,47.07,52.93,17.5,62.5,20.0,10365705.0,23.0,9,501493.0,2557.9072265625,20,2201365.0,3634.0517578125,50,2833330.0,3796.23876953125,39.65392303466797,1366301.0,16.25260353088379,55.70000076293945,44.29999923706055,1,34.26666641235352,65.73333740234375,34.84000015258789,65.15999603271484,37.959999084472656,62.040000915527344,44.84234237670898,55.15766143798828,2,2,4,47.23999786376953,52.76000213623047,2,13.12534692220488,7.847335581716946,14.60458863473516,8.198378628604214,14.856963609262683,8.242029441986926,14.12761837813287,2.302585092994046,3.044522437723423,3.9318256327243257,1.0986122886681098,1.0986122886681098,1.6094379124341005,1.0986122886681098,3.705095338955167,2.8479630614152804,0.9751630808565795,0.8251987613769605,-0.4553192176471134,-0.4553195442718732,0.4850246633011071,Sweden,sweden,sweden,556086.0,55766.8,6.7,1.1,80.8,84.4,2.0,1.1,7440.0
Penang,Malaysia,malaysia,5.4065013,100.2559077,33.5,66.5,57.29,58.84,41.16,24.3,69.4,6.0,32722760.0,99.0,6,2081684.0,15422.8056640625,8,2652863.0,15844.4716796875,11,3139733.0,15920.306640625,8.173830032348633,708127.0,293.8338928222656,58.400001525878906,41.59999847412109,1,57.26666641235352,42.73333358764648,51.18000030517578,48.81999969482422,49.525001525878906,50.47499847412109,53.50942993164063,46.49057769775391,0,0,0,54.43000411987305,45.56999969482422,0,14.54868821988056,9.643667417189942,14.791150369084452,9.670639040043422,14.95964864092026,9.675413531446514,13.470380147295591,1.9459101490553128,2.19722457733622,2.4849066497880004,0.0,0.0,0.0,0.0,2.2163548688994306,5.686412122574697,-1.0304870863368485,-0.989221147056574,-0.4731593637831444,-0.4731760150449484,-0.4090546344863239,Malaysia,malaysia,malaysia,358579.0,11373.3,3.4,2.1,74.0,78.1,5.9,2.7,25832.0
Limassol,Cyprus,cyprus,34.6852901,33.0332657,33.2,66.8,31.28,30.01,69.99,16.8,69.8,13.0,875900.0,149.0,6,311018.0,105833.90625,6,311018.0,105833.90625,16,961671.0,106000.0,243.4166412353516,2421354.0,62.2038459777832,30.5,69.5,1,34.5533332824707,65.44666290283203,40.152000427246094,59.84799957275391,39.78600311279297,60.2140007019043,35.88713455200195,64.11286163330078,0,1,2,30.5,69.5,1,12.647609282542843,11.569635670741055,12.647609282542843,11.569635670741055,13.77642871516806,11.571203807011967,14.699837858793009,1.9459101490553128,1.9459101490553128,2.833213344056216,0.0,0.6931471805599453,1.0986122886681098,0.6931471805599453,5.498874315140424,4.146365153380126,-0.7071067811865476,0.0,-0.7071067811865475,-0.7071067811865476,0.7071067811865486,Cyprus,cyprus,cyprus,24963.0,28967.6,7.2,1.3,78.6,82.8,3.5,0.7,3939.0
Osaka,Japan,japan,34.6937569,135.5014539,33.1,66.9,22.19,20.66,79.34,12.9,60.1,27.0,126010000.0,333.0,45,23186724.0,3060622336.0,100,29756832.0,3060628224.0,162,33842052.0,3060629504.0,0.0693009048700332,15126000.0,402.45556640625,24.600000381469727,75.4000015258789,1,26.63333320617676,73.36666870117188,24.68000030517578,75.31999969482422,30.64699935913086,69.3530044555664,24.80137634277344,75.1986312866211,0,0,0,24.600000381469727,75.4000015258789,0,16.959090474592767,21.841884110336757,17.208569344255615,21.84188603412665,17.337214758710775,21.84188645234136,16.53192574150944,3.828641396489095,4.61512051684126,5.093750200806762,0.0,0.0,0.0,0.0,0.0670050750066501,6.000066361215697,-0.7071067811865476,-0.7071067811865476,0.7071067811865475,0.7071067811865476,-0.7071067811865477,Japan,japan,japan,4971323.0,39082.1,2.3,0.3,81.3,87.5,1.8,0.0,31192.0
Rotterdam,Netherlands,netherlands,51.9244424,4.47775,32.9,67.1,27.16,27.62,72.38,16.4,64.8,19.0,17445781.0,420.0,43,2780206.0,2479213.0,109,5381096.0,2481137.75,319,16381008.0,2483542.25,0.5179429054260254,664311.0,23.25962829589844,21.200000762939453,78.80000305175781,1,26.670000076293945,73.33000183105469,28.562000274658203,71.43800354003906,37.1609992980957,62.83899688720703,26.542619705200195,73.45738220214844,2,5,13,24.98199844360352,75.01799774169922,5,14.838035943326432,14.72345213242263,15.498402814698233,14.724228186140422,16.611633234003627,14.725196828316498,13.406507197617833,3.784189633918261,4.700480365792417,5.768320995793772,1.0986122886681098,1.791759469228055,2.6390573296152584,1.791759469228055,0.4173560665572894,3.1888135817125587,0.2714993480244915,0.4398515989459207,-0.4700646749940244,-0.4700637065813145,-0.624310745580436,Netherlands,netherlands,netherlands,914105.0,53583.1,3.0,0.6,80.3,83.8,2.5,1.0,18780.0
Seville (Sevilla),Spain,spain,37.3854596,-6.0043498,32.7,67.3,33.32,31.96,68.04,14.7,65.9,19.0,46934632.0,93.0,26,1748372.0,604950.4375,38,2007855.0,605199.4375,65,3078761.0,605373.0625,1.36455237865448,1100000.0,158.68179321289062,27.100000381469727,72.9000015258789,1,37.10000228881836,62.90000534057617,35.36000442504883,64.63999938964844,38.07999801635742,61.92000198364258,34.00894546508789,65.99105834960938,0,0,1,34.279998779296875,65.7199935913086,1,14.374196199161595,13.31290346519624,14.512578044074836,13.313314983797596,14.940038126095038,13.313601831077449,13.910821646859096,3.295836866004329,3.6635616461296463,4.189654742026425,0.0,0.0,0.6931471805599453,0.6931471805599453,0.8605887349623728,5.073183042540745,-0.3424534726613079,-0.3545343757498992,-0.3764953285689279,-0.3764953454940337,-0.4766053201718445,Spain,spain,spain,1419735.0,30405.8,13.0,0.6,80.6,86.0,2.3,0.1,82773.0
Wellington,New Zealand,new zealand,-41.2887953,174.7772114,32.4,67.6,42.88,40.93,59.07,19.8,64.9,15.0,4971205.0,18.0,3,374818.0,1407850496.0,6,453606.0,1407850496.0,10,529594.0,1407850624.0,493.6611633300781,1470100.0,305.0146789550781,44.29999923706055,55.70000076293945,1,47.39999771118164,52.60000228881836,45.55999755859375,54.44000244140625,41.310001373291016,58.69000244140625,46.62355422973633,53.37644577026367,0,0,0,47.39999771118164,52.60000228881836,0,12.834198521764831,21.065329907936693,13.024986463375372,21.065329907936693,13.179867842472754,21.06532999885544,14.20084166387766,1.3862943611198906,1.9459101490553128,2.3978952727983707,0.0,0.0,0.0,0.0,6.2038730096538215,5.723633071243268,-0.3458713687230069,-0.3923449776256016,1.4539577356056936,1.4539577484511903,0.4284337569682184,New Zealand,new zealand,new zealand,207921.0,43836.2,4.0,0.7,80.3,83.8,3.8,1.1,3686.0
Hobart,Australia,australia,-42.8825088,147.3281233,32.3,67.7,43.03,41.36,58.64,19.0,65.5,16.0,25649909.0,3.0,2,207860.0,1783877.5,2,207860.0,1783877.5,3,208422.0,1783877.625,598.0758666992188,5031195.0,582.9567260742188,55.59999847412109,44.400001525878906,1,50.93333435058594,49.06666564941406,45.540000915527344,54.459999084472656,44.34000015258789,55.65999603271485,46.4492301940918,53.550777435302734,0,0,0,45.540000915527344,54.459999084472656,0,12.244624866061274,14.394300484421647,12.244624866061274,14.394300484421647,12.247324947454915,14.394300554493684,15.431168287172158,1.0986122886681098,1.0986122886681098,1.3862943611198906,0.0,0.0,0.0,0.0,6.395388245686657,6.369826880894765,-0.5258217463713308,-0.7922428671388977,-0.2381205554370079,-0.2381205689310094,0.3666725500003281,Australia,australia,australia,1453871.0,58392.7,5.3,0.9,81.2,85.2,3.1,1.6,9246.0
Guangzhou,China,china,23.1288454,113.2590064,32.3,67.7,30.14,31.83,68.17,17.7,71.7,11.0,1401812360.0,145.0,5,36622740.0,997451264.0,17,38460508.0,997452672.0,61,69613312.0,997461120.0,0.1633459776639938,26940000.0,104.2458724975586,28.899999618530277,71.0999984741211,1,29.33333396911621,70.66666412353516,28.05399703979492,71.94599914550781,39.07699966430664,60.92300415039063,26.305368423461918,73.69462585449219,0,0,2,29.30000114440918,70.70000457763672,1,17.416179944218378,20.720713848391885,17.465142532566713,20.72071525998868,18.05846638574884,20.720723729527588,17.109122766066015,1.791759469228055,2.8903717578961645,4.127134385045092,0.0,0.0,1.0986122886681098,0.6931471805599453,0.151300316539302,4.656299255618301,1.0667184596464718,1.1067306051609938,1.499145269966121,1.4991454577418035,-1.471916886213518,China,china,china,18743800000000.0,13303.0,5.1,0.44,74.5,79.0,9.9,2.9,62900.0
Split,Croatia,croatia,43.5116383,16.4399659,32.3,67.7,24.59,24.71,75.29,14.7,65.6,20.0,4087843.0,72.0,6,259232.0,4781211.5,7,282684.0,4781245.0,17,464334.0,4781289.0,258.51318359375,767131.0,152.45205688476562,34.400001525878906,65.5999984741211,0,35.16666793823242,64.83333587646484,35.02000045776367,64.97999572753906,37.720001220703125,62.27999114990234,35.950687408447266,64.04930877685547,0,0,2,23.799999237060547,76.19999694824219,0,12.465482550171227,15.38020473338897,12.552088482493277,15.380211739955326,13.04836155346284,15.38022094253506,13.550414164629398,1.9459101490553128,2.079441541679836,2.8903717578961645,0.0,0.0,1.0986122886681098,0.0,5.558807505144952,5.033388185242873,-0.5056468781056117,-0.9944752392214656,-0.5770751644634307,-0.5770751728460265,0.9950947021590286,Croatia,croatia,croatia,60991.0,14674.0,7.1,0.6,75.0,81.4,4.0,-0.1,16645.0
Ahmedabad,India,india,23.0215374,72.5800568,32.1,67.9,44.43,43.32,56.68,27.8,66.2,6.0,1359933123.0,414.0,9,8643104.0,10049730.0,24,9519517.0,10050465.0,62,11609898.0,10050921.0,0.892052412033081,8009000.0,102.2600326538086,31.799999237060547,68.19999694824219,1,38.26666641235352,61.73333358764648,39.34000396728516,60.65999603271485,41.89699935913086,58.10299682617188,36.46275329589844,63.53725051879883,0,0,2,39.34000396728516,60.65999603271485,2,15.97227245122051,16.123056425941986,16.068854775233692,16.123129559553593,16.267368654239164,16.123174929554917,15.896076592165343,2.302585092994046,3.218875824868201,4.143134726391533,0.0,0.0,1.0986122886681098,1.0986122886681098,0.6376621721662286,4.637250395680473,-0.3662389965901373,-0.4080492534178331,-0.2793104081328814,-0.2793106629573146,-0.4158848146794311,India,india,india,2779352.0,2054.8,5.4,3.1,68.1,70.5,32.0,2.4,17423.0
Havana,Cuba,cuba,23.135305,-82.3589631,32.0,68.0,28.33,27.45,72.55,16.1,69.2,15.0,11209628.0,102.0,11,3261794.0,85919272.0,26,3786553.0,85919688.0,36,4222126.0,85919776.0,0.1550618559122085,2089532.0,366.2284240722656,52.59999847412109,47.400001525878906,0,53.926666259765625,46.073333740234375,51.1259994506836,48.874000549316406,49.09099960327149,50.90900039672852,51.37282943725586,48.62717056274414,0,0,0,51.1259994506836,48.874000549316406,0,14.997788215307832,18.268918727329627,15.146966928625398,18.268923569072093,15.255849587468546,18.268924593283845,14.552451153997367,2.4849066497880004,3.295836866004329,3.610917912644224,0.0,0.0,0.0,0.0,0.1441538974420892,5.9059840633547305,0.0,0.0,0.0,0.0,0.0,Cuba,cuba,cuba,100023.0,8821.8,1.6,5.0,76.7,80.7,4.5,0.3,4684.0
Amsterdam,Netherlands,netherlands,52.3730796,4.8924534,32.0,68.0,27.16,27.62,72.38,16.4,64.8,19.0,17445781.0,420.0,40,3156178.0,204568832.0,110,6032077.0,204571008.0,246,14087555.0,204572592.0,0.0839791148900985,1477213.0,35.062381744384766,26.809999465942383,73.19000244140625,1,26.970001220703125,73.02999877929688,28.742000579833984,71.25799560546875,32.430999755859375,67.5689926147461,27.52119255065918,72.47881317138672,1,3,13,25.16200065612793,74.83799743652344,5,14.964872676703283,19.136415068499897,15.612602119620806,19.136425705449795,16.46080241247755,19.136433448452458,14.205668439305292,3.713572066704308,4.709530201312334,5.5093883366279774,0.6931471805599453,1.3862943611198906,2.6390573296152584,1.791759469228055,0.0806386361252979,3.5852502650777707,0.5595714375137041,0.0463076146094699,-0.1363513550036659,-0.1363517841992221,-0.6319910540777982,Netherlands,netherlands,netherlands,914105.0,53583.1,3.0,0.6,80.3,83.8,2.5,1.0,18780.0
Valencia,Spain,spain,39.4697065,-0.3763353,31.8,68.2,33.32,31.96,68.04,14.7,65.9,19.0,46934632.0,93.0,36,2458974.0,1369588736.0,50,2738070.0,1369588992.0,75,3535150.0,1369589248.0,0.0331262201070785,1595000.0,125.5869140625,29.399999618530277,70.5999984741211,1,30.59333229064941,69.40666961669922,38.83599853515625,61.16400146484375,37.39800262451172,62.60200119018555,35.915679931640625,64.08432006835938,0,0,1,31.69599914550781,68.30400085449219,1,14.715255154412205,21.03777633974901,14.822764215831064,21.03777652666642,15.07826657210066,21.037776713583792,14.282384921160132,3.610917912644224,3.9318256327243257,4.330733340286331,0.0,0.0,0.6931471805599453,0.6931471805599453,0.032589370579342,4.840929139932375,-0.1062059313250686,-0.2009954583287698,-0.0238469642223047,-0.0238469225519017,-0.5184188898114415,Spain,spain,spain,1419735.0,30405.8,13.0,0.6,80.6,86.0,2.3,0.1,82773.0
Vadodara,India,india,22.2973142,73.1942567,31.8,68.2,44.43,43.32,56.68,27.8,66.2,6.0,1359933123.0,414.0,5,2160100.0,4699048.5,20,3068093.0,4699603.5,49,4414587.0,4699919.0,0.6620588898658752,2065771.0,102.2600326538086,32.099998474121094,67.9000015258789,1,38.36666870117188,61.63333511352539,39.400001525878906,60.59999847412109,40.81700134277344,59.18300247192383,36.78084182739258,63.21916580200195,0,0,2,39.400001525878906,60.59999847412109,2,14.585665537826427,15.362870812185673,14.936567079852596,15.362988914203395,15.300425069432483,15.363056045258828,14.541014564391752,1.791759469228055,3.044522437723423,3.912023005428146,0.0,0.0,1.0986122886681098,1.0986122886681098,0.5080571289378134,4.637250395680473,-0.7764023828272849,-0.8460651473796986,-0.2920757291091327,-0.292076316478114,-0.4766113931134224,India,india,india,2779352.0,2054.8,5.4,3.1,68.1,70.5,32.0,2.4,17423.0
Montreal,Canada,canada,45.5031824,-73.5698065,31.8,68.2,41.89,39.67,60.33,16.0,67.0,17.0,37961548.0,4.0,31,5254485.0,4582898.0,60,6221473.0,4583774.0,86,6811099.0,4583901.5,0.8962568044662476,3675219.0,165.6102752685547,28.299999237060547,71.69999694824219,1,27.20000267028809,72.80000305175781,32.04999923706055,67.94999694824219,35.80500030517578,64.19499206542969,30.20182991027832,69.79817962646484,0,0,2,33.26000213623047,66.74000549316406,2,15.47459274590133,15.337842325282024,15.643517414132592,15.338033452402431,15.73406419224752,15.338061267517002,15.117123552782878,3.4657359027997265,4.110873864173311,4.465908118654584,0.0,0.0,1.0986122886681098,1.0986122886681098,0.6398818400545214,5.11565740411268,0.885369417408808,0.1882522100576362,-0.2509505762911941,-0.2509514459651629,-0.5528832060361323,Canada,canada,canada,1712562.0,46192.4,5.4,1.8,80.2,84.2,4.5,1.1,21134.0
