block,runs,best_test_rmse,median_test_rmse,best_test_r2,median_test_r2
block1_no_crime_no_safety,500,11.294957364890498,12.70282463140512,0.4759864727457019,0.33721310694935336
block2_mixed_feature_sets,1500,8.11417955306321,10.517479684862966,0.7295652266455045,0.5456435711860856
