feature_set_name,hidden_sizes,dropout,lr,weight_decay,optimizer,scheduler,batch_size,activation,loss_name,use_batchnorm,seed,block,run_id,n_features,uses_crime,uses_safety,train_mae,train_rmse,train_r2,val_mae,val_rmse,val_r2,test_mae,test_rmse,test_r2,elapsed_sec,best_epoch,feature_list
geo_knn_macro_plus_city_crime_only,"(512, 256, 128)",0.2,0.001,0.002,adam,plateau,256,gelu,mse,True,52,block2_mixed_feature_sets,1158,30,1,1,2.2377180485652044,3.0971370963006577,0.9599433669598847,5.5708580863766555,7.67454957141835,0.7038482502116818,6.282214515536439,8.11417955306321,0.7295652266455045,7.380463600158691,312,lat | lon | dist_nearest_labeled_city | log1p_dist_nearest_labeled_city | crime_nearest_labeled_city | safety_nearest_labeled_city | same_country_as_nearest_labeled | avg_crime_k5 | avg_safety_k5 | avg_crime_k10 | avg_safety_k10 | wavg_crime_k5 | wavg_safety_k5 | log1p_num_labeled_within_50km | log1p_num_labeled_within_100km | log1p_num_labeled_within_250km | avg_crime_same_country_k5 | avg_safety_same_country_k5 | log1p_num_same_country_within_250km | gdp | gdp_per_capita | unemployment | homicide_rate | life_expectancy_male | life_expectancy_female | infant_mortality | urban_population_growth | tourists | crimeindex_2020 | crimeindex_2023
geo_knn_macro_plus_city_crime_only,"(256, 256, 128)",0.2,0.0007,0.001,adam,plateau,256,gelu,mse,True,52,block2_mixed_feature_sets,1376,30,1,1,1.9551205859844503,2.6064960572748297,0.9716294518812211,5.383587766507777,7.691641209369935,0.7025276893632066,6.279823085560518,8.262665901392118,0.7195769610034957,10.462785720825195,542,lat | lon | dist_nearest_labeled_city | log1p_dist_nearest_labeled_city | crime_nearest_labeled_city | safety_nearest_labeled_city | same_country_as_nearest_labeled | avg_crime_k5 | avg_safety_k5 | avg_crime_k10 | avg_safety_k10 | wavg_crime_k5 | wavg_safety_k5 | log1p_num_labeled_within_50km | log1p_num_labeled_within_100km | log1p_num_labeled_within_250km | avg_crime_same_country_k5 | avg_safety_same_country_k5 | log1p_num_same_country_within_250km | gdp | gdp_per_capita | unemployment | homicide_rate | life_expectancy_male | life_expectancy_female | infant_mortality | urban_population_growth | tourists | crimeindex_2020 | crimeindex_2023
geo_knn_macro_plus_city_crime_only,"(512, 256)",0.35,0.001,0.001,adam,cosine,64,gelu,mse,False,42,block2_mixed_feature_sets,794,30,1,1,4.006410461425782,5.55844266399421,0.870979166786554,5.594406424731742,7.429667876300209,0.72244611405612,6.315273231805539,8.287634799288387,0.7178795830042675,10.060828924179077,391,lat | lon | dist_nearest_labeled_city | log1p_dist_nearest_labeled_city | crime_nearest_labeled_city | safety_nearest_labeled_city | same_country_as_nearest_labeled | avg_crime_k5 | avg_safety_k5 | avg_crime_k10 | avg_safety_k10 | wavg_crime_k5 | wavg_safety_k5 | log1p_num_labeled_within_50km | log1p_num_labeled_within_100km | log1p_num_labeled_within_250km | avg_crime_same_country_k5 | avg_safety_same_country_k5 | log1p_num_same_country_within_250km | gdp | gdp_per_capita | unemployment | homicide_rate | life_expectancy_male | life_expectancy_female | infant_mortality | urban_population_growth | tourists | crimeindex_2020 | crimeindex_2023
geo_knn_macro_plus_city_crime_only,"(512, 256, 128)",0.3,0.001,0.002,adam,plateau,256,gelu,mse,True,42,block2_mixed_feature_sets,1458,30,1,1,2.503760055776743,3.3483188874754304,0.9531826090990094,5.27533690010629,7.322976094374159,0.7303603563483261,6.007975696488923,8.354718348228104,0.7132938995757605,8.353619813919067,347,lat | lon | dist_nearest_labeled_city | log1p_dist_nearest_labeled_city | crime_nearest_labeled_city | safety_nearest_labeled_city | same_country_as_nearest_labeled | avg_crime_k5 | avg_safety_k5 | avg_crime_k10 | avg_safety_k10 | wavg_crime_k5 | wavg_safety_k5 | log1p_num_labeled_within_50km | log1p_num_labeled_within_100km | log1p_num_labeled_within_250km | avg_crime_same_country_k5 | avg_safety_same_country_k5 | log1p_num_same_country_within_250km | gdp | gdp_per_capita | unemployment | homicide_rate | life_expectancy_male | life_expectancy_female | infant_mortality | urban_population_growth | tourists | crimeindex_2020 | crimeindex_2023
geo_knn_macro_plus_city_crime_only,"(256, 256, 128)",0.3,0.0005,0.0001,adam,plateau,256,relu,mse,True,52,block2_mixed_feature_sets,1829,30,1,1,2.2420941854623653,3.0584905008029426,0.9609367967094229,6.012820412240377,8.023998662811595,0.6762645884320663,6.241176873749378,8.366170145889392,0.7125073858190317,11.788845539093018,652,lat | lon | dist_nearest_labeled_city | log1p_dist_nearest_labeled_city | crime_nearest_labeled_city | safety_nearest_labeled_city | same_country_as_nearest_labeled | avg_crime_k5 | avg_safety_k5 | avg_crime_k10 | avg_safety_k10 | wavg_crime_k5 | wavg_safety_k5 | log1p_num_labeled_within_50km | log1p_num_labeled_within_100km | log1p_num_labeled_within_250km | avg_crime_same_country_k5 | avg_safety_same_country_k5 | log1p_num_same_country_within_250km | gdp | gdp_per_capita | unemployment | homicide_rate | life_expectancy_male | life_expectancy_female | infant_mortality | urban_population_growth | tourists | crimeindex_2020 | crimeindex_2023
geo_knn_macro_plus_city_crime_only,"(512, 256, 128)",0.3,0.001,0.001,adam,plateau,128,gelu,mse,True,62,block2_mixed_feature_sets,1224,30,1,1,2.3308260516826924,3.156054931652742,0.9584048505607836,5.11023227598609,6.758250827405456,0.770344355392965,6.377562513164446,8.53256265594177,0.7009579380620604,7.3855133056640625,274,lat | lon | dist_nearest_labeled_city | log1p_dist_nearest_labeled_city | crime_nearest_labeled_city | safety_nearest_labeled_city | same_country_as_nearest_labeled | avg_crime_k5 | avg_safety_k5 | avg_crime_k10 | avg_safety_k10 | wavg_crime_k5 | wavg_safety_k5 | log1p_num_labeled_within_50km | log1p_num_labeled_within_100km | log1p_num_labeled_within_250km | avg_crime_same_country_k5 | avg_safety_same_country_k5 | log1p_num_same_country_within_250km | gdp | gdp_per_capita | unemployment | homicide_rate | life_expectancy_male | life_expectancy_female | infant_mortality | urban_population_growth | tourists | crimeindex_2020 | crimeindex_2023
geo_knn_macro_plus_city_crime_only,"(256, 256)",0.1,0.001,0.0001,adam,plateau,128,relu,mse,True,52,block2_mixed_feature_sets,553,30,1,1,2.1318674076960638,3.086256114742221,0.9602243295648447,6.079196383778642,8.428221815224566,0.6428255163631826,6.287025922139486,8.547896279723608,0.6998821724798205,3.433727502822876,160,lat | lon | dist_nearest_labeled_city | log1p_dist_nearest_labeled_city | crime_nearest_labeled_city | safety_nearest_labeled_city | same_country_as_nearest_labeled | avg_crime_k5 | avg_safety_k5 | avg_crime_k10 | avg_safety_k10 | wavg_crime_k5 | wavg_safety_k5 | log1p_num_labeled_within_50km | log1p_num_labeled_within_100km | log1p_num_labeled_within_250km | avg_crime_same_country_k5 | avg_safety_same_country_k5 | log1p_num_same_country_within_250km | gdp | gdp_per_capita | unemployment | homicide_rate | life_expectancy_male | life_expectancy_female | infant_mortality | urban_population_growth | tourists | crimeindex_2020 | crimeindex_2023
geo_knn_macro_plus_city_crime_only,"(512, 256)",0.2,0.0007,0.0005,adam,cosine,64,gelu,mse,False,42,block2_mixed_feature_sets,1294,30,1,1,3.80715954308143,5.46076752800866,0.8754737360102213,5.502311085956852,7.490220090549883,0.7179035181765077,6.559299657111074,8.567386714259813,0.6985119884142619,9.887031078338623,385,lat | lon | dist_nearest_labeled_city | log1p_dist_nearest_labeled_city | crime_nearest_labeled_city | safety_nearest_labeled_city | same_country_as_nearest_labeled | avg_crime_k5 | avg_safety_k5 | avg_crime_k10 | avg_safety_k10 | wavg_crime_k5 | wavg_safety_k5 | log1p_num_labeled_within_50km | log1p_num_labeled_within_100km | log1p_num_labeled_within_250km | avg_crime_same_country_k5 | avg_safety_same_country_k5 | log1p_num_same_country_within_250km | gdp | gdp_per_capita | unemployment | homicide_rate | life_expectancy_male | life_expectancy_female | infant_mortality | urban_population_growth | tourists | crimeindex_2020 | crimeindex_2023
geo_knn_macro_plus_city_crime_only,"(256, 256)",0.2,0.0005,0.0005,adam,plateau,128,relu,mse,True,62,block2_mixed_feature_sets,660,30,1,1,2.122303906484751,3.1287797127048464,0.9591206901003447,5.810237058313881,7.77036558682377,0.6964072358102562,6.4559360818301945,8.571949260572415,0.698190789118472,6.517515182495117,369,lat | lon | dist_nearest_labeled_city | log1p_dist_nearest_labeled_city | crime_nearest_labeled_city | safety_nearest_labeled_city | same_country_as_nearest_labeled | avg_crime_k5 | avg_safety_k5 | avg_crime_k10 | avg_safety_k10 | wavg_crime_k5 | wavg_safety_k5 | log1p_num_labeled_within_50km | log1p_num_labeled_within_100km | log1p_num_labeled_within_250km | avg_crime_same_country_k5 | avg_safety_same_country_k5 | log1p_num_same_country_within_250km | gdp | gdp_per_capita | unemployment | homicide_rate | life_expectancy_male | life_expectancy_female | infant_mortality | urban_population_growth | tourists | crimeindex_2020 | crimeindex_2023
geo_knn_macro_plus_city_crime_only,"(512, 256, 128)",0.3,0.001,0.0005,adamw,cosine,128,gelu,mse,False,62,block2_mixed_feature_sets,1578,30,1,1,4.81496614074707,6.553114377217532,0.820671598171997,5.7916919419823625,7.5403593463998115,0.7141141908746669,6.648813634386249,8.591634664920523,0.6968029931413171,6.608287334442139,263,lat | lon | dist_nearest_labeled_city | log1p_dist_nearest_labeled_city | crime_nearest_labeled_city | safety_nearest_labeled_city | same_country_as_nearest_labeled | avg_crime_k5 | avg_safety_k5 | avg_crime_k10 | avg_safety_k10 | wavg_crime_k5 | wavg_safety_k5 | log1p_num_labeled_within_50km | log1p_num_labeled_within_100km | log1p_num_labeled_within_250km | avg_crime_same_country_k5 | avg_safety_same_country_k5 | log1p_num_same_country_within_250km | gdp | gdp_per_capita | unemployment | homicide_rate | life_expectancy_male | life_expectancy_female | infant_mortality | urban_population_growth | tourists | crimeindex_2020 | crimeindex_2023
geo_knn_macro_plus_city_crime_only,"(512, 256)",0.1,0.001,0.002,adamw,cosine,128,relu,smooth_l1,True,62,block2_mixed_feature_sets,1007,30,1,1,2.381610147564228,3.6139484894005935,0.945459703060007,5.359448595744808,7.312950185698029,0.7310981798242924,6.186246803882075,8.593154688779139,0.6966957009972001,6.958374738693237,317,lat | lon | dist_nearest_labeled_city | log1p_dist_nearest_labeled_city | crime_nearest_labeled_city | safety_nearest_labeled_city | same_country_as_nearest_labeled | avg_crime_k5 | avg_safety_k5 | avg_crime_k10 | avg_safety_k10 | wavg_crime_k5 | wavg_safety_k5 | log1p_num_labeled_within_50km | log1p_num_labeled_within_100km | log1p_num_labeled_within_250km | avg_crime_same_country_k5 | avg_safety_same_country_k5 | log1p_num_same_country_within_250km | gdp | gdp_per_capita | unemployment | homicide_rate | life_expectancy_male | life_expectancy_female | infant_mortality | urban_population_growth | tourists | crimeindex_2020 | crimeindex_2023
