epoch,train_loss,train_rmse,val_rmse,lr
1,3176.2904459635415,56.58247928376279,56.597192727040664,0.0003
2,3137.1728515625,56.553196388165816,56.570049591321244,0.0003
3,3136.192138671875,56.51719149691946,56.53684936458538,0.0003
4,3135.050048828125,56.4694280836789,56.49244188909554,0.0003
5,3166.99169921875,56.41208393123513,56.43991720776134,0.0003
6,3185.3192545572915,56.34212762347109,56.37599883185942,0.0003
7,3142.5115559895835,56.26503697481488,56.3052544790651,0.0003
8,3146.1474609375,56.181216355047084,56.22825693991616,0.0003
9,3105.8595377604165,56.09668138717981,56.151152428733305,0.0003
10,3103.2999674479165,56.015709571196844,56.080714502675455,0.0003
11,3108.8843587239585,55.935506836452625,56.010585627437116,0.0003
12,3124.3297526041665,55.85618437488841,55.94009396606847,0.0003
13,3085.5205078125,55.77103127243273,55.86406173247962,0.0003
14,3092.2294108072915,55.690808247881954,55.79219247717998,0.0003
15,3132.7716471354165,55.638271515110375,55.749984869970376,0.0003
16,3085.904052734375,55.57255078680993,55.693481071551,0.0003
17,3133.1996256510415,55.5146548319233,55.64112992891835,0.0003
18,3084.5794270833335,55.44592536824688,55.57978594682314,0.0003
19,3114.499755859375,55.40870698535015,55.54535441502814,0.0003
20,3053.0880533854165,55.34619820801838,55.490164294013866,0.0003
21,3069.0746256510415,55.28422848926113,55.43445691258516,0.0003
22,3075.937744140625,55.22621373230436,55.38364605796828,0.0003
23,3045.3221842447915,55.15694883524143,55.319043929669014,0.0003
24,3065.1046549479165,55.1000700442678,55.26563147495054,0.0003
25,3012.60546875,55.04414070027245,55.21436881989958,0.0003
26,2974.168701171875,54.99014830945793,55.16707174754536,0.0003
27,3030.189453125,54.935913142227086,55.11915575856961,0.0003
28,3014.3595377604165,54.87374067820861,55.06091015699456,0.0003
29,2978.8946126302085,54.81349320847485,55.00417043059011,0.0003
30,3029.8777669270835,54.74256827614773,54.93744320506927,0.0003
31,3008.7860514322915,54.69270146957709,54.89182679670331,0.0003
32,2932.810791015625,54.60537696529323,54.80922385030127,0.0003
33,2995.3247884114585,54.56958389396883,54.77659305536432,0.0003
34,3059.46435546875,54.546826812727915,54.758259021023406,0.0003
35,2956.8601888020835,54.47618698320521,54.69284069733734,0.0003
36,2929.42822265625,54.391108812474,54.612346607827426,0.0003
37,2953.0244140625,54.3310627520858,54.55500525996723,0.0003
38,2948.5375162760415,54.28189719749717,54.50904487623761,0.0003
39,2877.7255859375,54.209146824569004,54.44180812011865,0.0003
40,2913.6746419270835,54.156162080523714,54.39013104600875,0.0003
41,2917.5765787760415,54.11056736145243,54.33986089163682,0.0003
42,2926.9535319010415,54.0431324782602,54.273371993359326,0.0003
43,2916.2233072916665,53.985880371424,54.220174154563594,0.0003
44,2919.2854817708335,53.93452658548771,54.170560431905514,0.0003
45,2906.8390299479165,53.87405529871044,54.11013117011445,0.0003
46,2957.9525553385415,53.836766500694594,54.07272266429883,0.0003
47,2927.9574381510415,53.797305225102726,54.03594425364632,0.0003
48,2919.79638671875,53.74041624324081,53.98157364650274,0.0003
49,2850.7540690104165,53.666773547884084,53.90834535900607,0.0003
50,2875.6390787760415,53.58736999551689,53.83692139096658,0.0003
51,2866.71630859375,53.52587064016187,53.78301709179944,0.0003
52,2840.508544921875,53.44291603312855,53.7052752953718,0.0003
53,2850.744140625,53.37265686851656,53.63827242473189,0.0003
54,2823.3204752604165,53.29086762106523,53.56483057525385,0.0003
55,2853.1812337239585,53.261420947351496,53.534169593569274,0.0003
56,2843.2265625,53.20920050656165,53.4834540215847,0.0003
57,2850.729736328125,53.1476581104049,53.41975950774736,0.0003
58,2836.4064127604165,53.0999066062759,53.37039758343113,0.0003
59,2800.1525065104165,53.00319057493511,53.28149657716634,0.0003
60,2814.532958984375,52.919003215545715,53.19378868721327,0.0003
61,2798.4890950520835,52.886021774226315,53.14951479016802,0.0003
62,2811.8916829427085,52.80788212734775,53.06743098366205,0.0003
63,2775.5928548177085,52.7428140033883,52.9983014426867,0.0003
64,2789.160888671875,52.678452114348765,52.929465747568614,0.0003
65,2804.0650227864585,52.61890315415907,52.87127009785045,0.0003
66,2768.7786458333335,52.57512297550597,52.825729329294255,0.0003
67,2755.7906087239585,52.524639743703915,52.77447925603513,0.0003
68,2776.5087890625,52.46922355106016,52.721222346250826,0.0003
69,2759.9004720052085,52.419282975901375,52.67624678300272,0.0003
70,2749.8790690104165,52.29817395645123,52.56100807490726,0.0003
71,2776.3512369791665,52.264890157346585,52.5169946571775,0.0003
72,2757.47021484375,52.19348074819743,52.4511333317313,0.0003
73,2699.5624186197915,52.08227422017388,52.345669002473386,0.0003
74,2678.20166015625,52.02063926897791,52.29100436249635,0.0003
75,2652.4258626302085,51.89881902497572,52.17967049461712,0.0003
76,2660.3343098958335,51.8800748701015,52.14493222297567,0.0003
77,2690.9219563802085,51.856125038479966,52.106209477442896,0.0003
78,2660.17431640625,51.74908536816385,52.00360153578464,0.0003
79,2655.5302734375,51.67456600451355,51.9222919629616,0.0003
80,2616.232177734375,51.54859529061806,51.794206276132776,0.0003
81,2727.2609049479165,51.53114821026842,51.757812339671155,0.0003
82,2717.921630859375,51.47064428176297,51.6913675029441,0.0003
83,2662.1000162760415,51.36490605472209,51.582843986824955,0.0003
84,2657.7470703125,51.317846733363154,51.52977997901848,0.0003
85,2631.976318359375,51.246413113339706,51.453754274219506,0.0003
86,2638.006591796875,51.17656695195464,51.388713800110914,0.0003
87,2659.218994140625,51.11533630532303,51.32448112854156,0.0003
88,2571.0210774739585,50.98488750637588,51.201262332893286,0.0003
89,2623.2339680989585,50.964081924495346,51.18833930561597,0.0003
90,2601.080810546875,50.915871345995015,51.12558312473237,0.0003
91,2585.8173014322915,50.83455912511184,51.05479685481087,0.0003
92,2573.3174641927085,50.78220817472664,51.01369485035546,0.0003
93,2557.13916015625,50.71696795541425,50.9629361745927,0.0003
94,2576.9476725260415,50.66561970699059,50.92287030077855,0.0003
95,2525.9640299479165,50.55002046511776,50.80616488212052,0.0003
96,2591.8233235677085,50.5055026515119,50.75645362846848,0.0003
97,2505.6372884114585,50.43747248894727,50.69434328636617,0.0003
98,2546.4910481770835,50.358953947274586,50.624267931402386,0.0003
99,2482.5479329427085,50.26150280417793,50.520576540230195,0.0003
100,2587.2220052083335,50.25117985492652,50.50717818107527,0.0003
101,2550.4383951822915,50.12922202721347,50.402043847832836,0.0003
102,2531.9322102864585,50.008375240667434,50.28995775773101,0.0003
103,2514.669921875,49.966543647267606,50.24660627443665,0.0003
104,2489.866943359375,49.80436087935682,50.08527598650456,0.0003
105,2460.5638020833335,49.616700150592656,49.87885417373172,0.0003
106,2460.304443359375,49.54312925690686,49.78381446539504,0.0003
107,2460.005615234375,49.50558314416617,49.736684252362075,0.0003
108,2474.9158528645835,49.468711666883934,49.69158499528306,0.0003
109,2501.955810546875,49.46522963147069,49.69511559983041,0.0003
110,2470.1089680989585,49.43379913244796,49.68587347853937,0.0003
111,2397.963623046875,49.24920389787987,49.54253670057022,0.0003
112,2408.6751302083335,49.17785927848815,49.486959856595014,0.0003
113,2371.4189453125,48.98258002356136,49.295474947558766,0.0003
114,2407.10107421875,48.97759185212278,49.29041392781653,0.0003
115,2399.2403157552085,48.899124274966745,49.2259075149123,0.0003
116,2393.3085123697915,48.816314832821945,49.144993379504974,0.0003
117,2419.5064290364585,48.7919251660942,49.105673497342636,0.0003
118,2384.7469075520835,48.663824198264635,48.975697484169714,0.0003
119,2349.6822916666665,48.45858551557584,48.7602811525165,0.0003
120,2350.396728515625,48.32135739792878,48.60661639588815,0.0003
121,2339.0546875,48.206568487653165,48.4834433998042,0.0003
