run_id,model_label,model_family,feature_set_name,n_features,uses_current_city_crime_like_signal,cv_mae_mean,cv_rmse_mean,cv_r2_mean,cv_rmse_std,train_mae,train_rmse,train_r2,test_mae,test_rmse,test_r2,rmse_overfit_gap,params_json,feature_list
1019,mlp__geo_demo__1019,mlp,geo_demo,7,0,11.212774342236665,13.856071619358062,0.12270220495648661,2.12032992567591,8.071397904645824,10.06668668050342,0.5619018774708147,9.710965908828344,12.38882655649036,0.3695746732721048,2.32213987598694,"{""alpha"": 0.001, ""batch_size"": 128, ""hidden_layer_sizes"": [64, 64, 32], ""learning_rate_init"": 0.001}",lat | lon | age_0_14 | age_15_64 | age_65_plus | population | density_per_km2
1057,mlp__geo_demo__1057,mlp,geo_demo,7,0,10.506454692276026,12.699363086417197,0.29322394697108056,0.7176169702805464,8.869059424607803,11.001518876250346,0.4767568094421081,10.15684131838872,12.390619124927168,0.3693922246286746,1.3891002486768222,"{""alpha"": 0.001, ""batch_size"": 256, ""hidden_layer_sizes"": [128, 64, 32], ""learning_rate_init"": 0.0007}",lat | lon | age_0_14 | age_15_64 | age_65_plus | population | density_per_km2
3059,mlp__geo_knn_density__3059,mlp,geo_knn_density,28,0,9.611355713313843,12.367939420249872,0.32794587651640505,0.987615120378323,5.990755769284332,8.256988257420646,0.7052582738629647,9.47995179040037,12.391456254550727,0.36930701205339034,4.134467997130081,"{""alpha"": 0.0005, ""batch_size"": 256, ""hidden_layer_sizes"": [64, 64], ""learning_rate_init"": 0.0007}",lat | lon | dist_nearest_labeled_city | log1p_dist_nearest_labeled_city | crime_nearest_labeled_city | safety_nearest_labeled_city | same_country_as_nearest_labeled | avg_crime_k5 | avg_safety_k5 | avg_crime_k10 | avg_safety_k10 | wavg_crime_k5 | wavg_safety_k5 | log1p_num_labeled_within_50km | log1p_num_labeled_within_100km | log1p_num_labeled_within_250km | avg_crime_same_country_k5 | avg_safety_same_country_k5 | log1p_num_same_country_within_250km | log1p_num_cities_50km | log1p_sum_pop_50km | log1p_pop_gravity_50km | log1p_num_cities_100km | log1p_sum_pop_100km | log1p_pop_gravity_100km | dist_to_nearest_large_city | log1p_dist_to_nearest_large_city | log1p_pop_of_nearest_large_city
689,hgb__geo_demo__0689,hgb,geo_demo,7,0,8.811136320992095,11.045659486761455,0.4638919903284918,1.3133715889149633,5.548568664215808,7.14615451291675,0.7792284569529417,9.42626102311644,12.39186682470426,0.36926521744888086,5.245712311787511,"{""l2_regularization"": 1.0, ""learning_rate"": 0.03, ""max_depth"": 6, ""max_iter"": 200, ""min_samples_leaf"": 10}",lat | lon | age_0_14 | age_15_64 | age_65_plus | population | density_per_km2
100,hgb__geo_only__0100,hgb,geo_only,2,0,9.513986445617569,11.81161383988095,0.39413630171102804,1.1681106107729247,6.035649966227753,7.483526957421375,0.7578909946425842,9.913707405623041,12.393206647220163,0.3691288185736701,4.9096796897987875,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_depth"": 6, ""max_iter"": 400, ""min_samples_leaf"": 20}",lat | lon
150,hgb__geo_only__0150,hgb,geo_only,2,0,9.459660587133133,11.809851237532957,0.3932535955467653,1.1036705595779002,5.535261285848797,6.978535850811379,0.7894637338146336,9.860858438205952,12.394201742328885,0.3690275046767957,5.415665891517507,"{""l2_regularization"": 0.1, ""learning_rate"": 0.08, ""max_depth"": 10, ""max_iter"": 200, ""min_samples_leaf"": 20}",lat | lon
798,mlp__geo_demo__0798,mlp,geo_demo,7,0,10.150677088445846,12.422433948768077,0.32527004088070305,1.1163573895733805,8.51876098758934,10.504888854492947,0.5229309832471241,10.084389133468573,12.396053844966904,0.36883891437255034,1.891164990473957,"{""alpha"": 0.0001, ""batch_size"": 128, ""hidden_layer_sizes"": [256, 256], ""learning_rate_init"": 0.0003}",lat | lon | age_0_14 | age_15_64 | age_65_plus | population | density_per_km2
1004,mlp__geo_demo__1004,mlp,geo_demo,7,0,10.86085716512136,13.67357402045611,0.1836460935386821,3.112885778737778,8.492769266544835,10.38616488720177,0.5336535074587674,10.079523114050883,12.396615445830538,0.3687817238110058,2.010450558628767,"{""alpha"": 0.001, ""batch_size"": 128, ""hidden_layer_sizes"": [64, 64], ""learning_rate_init"": 0.001}",lat | lon | age_0_14 | age_15_64 | age_65_plus | population | density_per_km2
3167,mlp__geo_knn_density__3167,mlp,geo_knn_density,28,0,9.609819039481097,12.360246622373541,0.32860941535968563,0.9838339785609752,5.989271181533896,8.256978363913245,0.705258980180477,9.486014520796274,12.398650132362325,0.36857450003593595,4.141671768449081,"{""alpha"": 0.001, ""batch_size"": 256, ""hidden_layer_sizes"": [64, 64], ""learning_rate_init"": 0.0007}",lat | lon | dist_nearest_labeled_city | log1p_dist_nearest_labeled_city | crime_nearest_labeled_city | safety_nearest_labeled_city | same_country_as_nearest_labeled | avg_crime_k5 | avg_safety_k5 | avg_crime_k10 | avg_safety_k10 | wavg_crime_k5 | wavg_safety_k5 | log1p_num_labeled_within_50km | log1p_num_labeled_within_100km | log1p_num_labeled_within_250km | avg_crime_same_country_k5 | avg_safety_same_country_k5 | log1p_num_same_country_within_250km | log1p_num_cities_50km | log1p_sum_pop_50km | log1p_pop_gravity_50km | log1p_num_cities_100km | log1p_sum_pop_100km | log1p_pop_gravity_100km | dist_to_nearest_large_city | log1p_dist_to_nearest_large_city | log1p_pop_of_nearest_large_city
835,mlp__geo_demo__0835,mlp,geo_demo,7,0,10.392150792827966,12.60361653290185,0.3058926928563091,0.7703154556482842,8.842791979897708,10.843325959490281,0.49169624834728565,10.073959968291135,12.398883650621817,0.368550715064069,1.5555576911315363,"{""alpha"": 0.0001, ""batch_size"": 256, ""hidden_layer_sizes"": [256, 256], ""learning_rate_init"": 0.0007}",lat | lon | age_0_14 | age_15_64 | age_65_plus | population | density_per_km2
