uses_crime,runs,best_test_rmse,median_test_rmse,best_test_r2,median_test_r2,median_val_rmse
0,500,11.294957364890498,12.70282463140512,0.4759864727457019,0.33721310694935336,10.414755310632884
1,1500,8.11417955306321,10.517479684862966,0.7295652266455045,0.5456435711860856,8.749910618588666
