layer_width_desc,runs,best_test_rmse,median_test_rmse,best_test_r2,median_test_r2
512x256x128,197,8.11417955306321,10.252298083287547,0.7295652266455045,0.5682664928423631
256x256x128,188,8.262665901392118,10.415528477741509,0.7195769610034957,0.5544094690351133
512x256,340,8.287634799288387,10.849097407386038,0.7178795830042675,0.5165400191961672
256x256,333,8.547896279723608,10.85890968938171,0.6998821724798205,0.5156651172395779
128x128,369,8.634663054844081,10.971786298125638,0.6937584624895633,0.5055436181303321
256x128x64,285,8.728871472742094,11.104561255042237,0.6870395164705827,0.493503889499124
128x128x64,288,8.777701846447886,11.22182815675317,0.6835282442429689,0.4827490338825112
